# MJD orderslope
# subtract (m - 84) * orderslope from each order at MJD
58921.743001 1.488722
58921.748821 1.490296
58921.754488 1.490778
58921.756335 1.515132
58921.761117 1.511598
58922.254870 1.611932
58922.293998 1.631891
58922.438691 1.592623
58922.460334 1.551672
58922.496421 1.610055
58922.521227 1.653612
58922.552382 1.684109
58922.590033 1.757530
58923.313661 1.666309
58923.320227 1.653381
58923.332280 1.625399
58923.338961 1.618652
58923.364575 1.599894
58923.370514 1.598557
58923.392460 1.586198
58923.406878 1.577763
58923.422050 1.539838
58923.434085 1.533224
58923.442427 1.525928
58923.456857 1.520817
58923.472329 1.501691
58923.487748 1.502427
58923.491418 1.506058
58923.495096 1.506835
58923.498876 1.507441
58923.507852 1.506116
58923.511793 1.510446
58923.515823 1.517399
58923.520258 1.518197
58923.528501 1.526624
58923.540849 1.537718
58923.549087 1.543244
58923.553532 1.546327
58923.557941 1.547464
58923.566468 1.555603
58923.579504 1.573125
58923.584056 1.579721
58923.592569 1.587626
58923.596295 1.588489
58923.604776 1.597676
58923.613356 1.605556
58923.625840 1.622775
58923.639518 1.634518
58923.665127 1.660572
58923.669532 1.665569
58923.673676 1.670282
58923.682226 1.683997
58923.704167 1.722619
58923.708583 1.731562
58923.722276 1.754859
58923.727264 1.767428
58923.737548 1.784148
58923.742727 1.795816
58923.747871 1.800770
58923.752976 1.807924
58923.758034 1.810408
58923.762844 1.816236
58923.773857 1.835220
58924.354696 1.370216
58924.364071 1.329631
58924.379441 1.288384
58924.389419 1.283221
58924.395673 1.279553
58924.401625 1.273476
58924.417682 1.275919
58924.419085 1.241754
58924.424015 1.252122
58924.430534 1.240632
58924.436789 1.231781
58924.446421 1.244484
58924.463531 1.221264
58924.481921 1.217895
58924.492621 1.210842
58924.498468 1.210565
58924.574158 1.287366
58924.581571 1.285821
58924.590261 1.297195
58925.338607 1.008179
58925.343041 0.993152
58925.348740 0.976319
58925.399600 0.863757
58925.405153 0.856333
58925.410282 0.850724
58925.415080 0.858948
58925.419608 0.853797
58925.431608 0.830035
58925.447440 0.810161
58925.458862 0.796951
58925.463156 0.801374
58925.467539 0.801935
58925.475711 0.787658
58925.480276 0.790211
58925.489579 0.797124
58925.490334 0.815500
58925.503526 0.824562
58925.511704 0.827444
58925.523518 0.818890
58925.527711 0.814598
58925.532077 0.812191
58925.540582 0.814367
58925.550128 0.810713
58925.559196 0.814813
58925.566110 0.831641
58925.574628 0.838271
58925.583145 0.844699
58925.591662 0.852859
58925.600217 0.859260
58925.608674 0.868692
58925.621181 0.882526
58925.625377 0.884642
58925.633633 0.894598
58925.641795 0.900464
58925.649979 0.900398
58925.664937 0.904902
58925.668365 0.904916
58925.675475 0.907659
58925.693620 0.922895
58925.705162 0.932429
58925.707734 0.924330
58925.712042 0.929703
58925.716280 0.934317
58925.720441 0.934845
58925.724518 0.938413
58925.728504 0.942353
58925.732388 0.944954
58925.736113 0.944394
58925.739831 0.948236
58925.743542 0.946796
58925.750107 0.970207
58925.753707 0.971489
58925.757379 0.976765
58925.761290 0.978863
58925.767774 0.952651
58925.772166 0.952352
58926.252607 1.248200
58926.500277 0.905782
58926.504260 0.901301
58926.508281 0.896819
58926.512441 0.893133
58926.516723 0.893799
58926.521111 0.895379
58926.525634 0.899729
58926.530263 0.903570
58926.534960 0.900655
58926.539718 0.906979
58926.553614 0.920578
58926.558040 0.923430
58926.566813 0.930770
58926.575550 0.932513
58926.584386 0.936603
58926.593157 0.937254
58926.601883 0.935691
58926.610640 0.932932
58926.623976 0.932112
58926.632613 0.932128
58926.654220 0.932979
58926.696152 0.952044
58926.707539 0.966174
58926.710900 0.965919
58926.715516 0.967038
58926.720080 0.968421
58926.729002 0.972050
58926.733519 0.976774
58926.738045 0.982074
58926.742504 0.987440
58926.746890 0.990073
58926.751196 0.992085
58926.755375 0.991655
58926.759426 0.991361
58926.763363 0.997764
58926.767169 0.994566
58926.774649 0.991068
58927.393602 1.114239
58927.398555 1.117805
58927.403574 1.113678
58927.409598 1.113172
58927.421537 1.104913
58927.431848 1.113054
58927.441569 1.116463
58927.446366 1.116128
58927.451347 1.118791
58927.456491 1.117491
58927.461835 1.119326
58927.472243 1.110045
58927.477221 1.105619
58927.509403 1.128596
58927.543887 1.138898
58927.549472 1.136680
58927.554322 1.142159
58927.559884 1.144347
58927.564757 1.149218
58927.575192 1.159311
58927.585627 1.173382
58927.606395 1.195936
58927.621383 1.214633
58927.636084 1.229866
58927.651279 1.240851
58927.665204 1.240240
58927.669380 1.239856
58927.673356 1.240031
58927.680902 1.239121
58927.689045 1.251216
58927.692704 1.250825
58927.709728 1.263692
58927.719374 1.271211
58927.724289 1.275038
58927.729227 1.280265
58927.734013 1.283241
58927.738634 1.289935
58927.743019 1.294047
58927.747198 1.299789
58927.751146 1.302590
58927.754765 1.309776
58927.758627 1.311204
58927.760285 1.294644
58927.766939 1.306633
58927.771169 1.308579
58927.775439 1.305381
58928.202330 1.693324
58928.434731 1.382797
58928.439882 1.382649
58928.455197 1.373479
58928.460066 1.370699
58928.469540 1.370133
58928.474165 1.372565
58928.495353 1.359117
58928.502560 1.352237
58928.509673 1.352491
58928.513252 1.351207
58928.520508 1.350899
58928.524181 1.352031
58928.527861 1.350626
58928.544254 1.351138
58928.562108 1.347218
58928.565676 1.349142
58928.569257 1.351560
58928.577386 1.350935
58928.585557 1.349975
58928.589162 1.352568
58928.597035 1.350863
58928.604950 1.352178
58928.608592 1.355487
58928.612242 1.358491
58928.616216 1.357337
58928.619866 1.360293
58928.623751 1.360279
58928.634521 1.362178
58928.641639 1.362263
58928.648677 1.365466
58928.654545 1.376746
58928.663905 1.389361
58928.667275 1.390934
58928.674044 1.399314
58928.677376 1.399750
58928.684091 1.403137
58928.690824 1.406440
58928.693989 1.409354
58928.697124 1.411664
58928.700226 1.412791
58928.703293 1.414052
58928.706322 1.413619
58928.709221 1.417539
58928.718462 1.427445
58928.728711 1.442928
58928.736138 1.438295
58928.739891 1.442781
58928.743640 1.447611
58928.747386 1.452088
58928.751036 1.455464
58928.758299 1.464621
58928.765496 1.473051
58928.769065 1.475746
58929.378034 1.415689
58929.385650 1.411952
58929.426293 1.416747
58929.431635 1.412839
58929.436823 1.409295
58929.441975 1.406382
58929.456757 1.395586
58929.471062 1.355198
58929.485200 1.352304
58929.507641 1.337848
58929.525031 1.333687
58929.528788 1.335330
58929.538679 1.338710
58929.543977 1.339029
58929.559764 1.333282
58929.565410 1.334473
58929.579239 1.334246
58929.583423 1.332720
58929.587584 1.331421
58929.591724 1.330747
58929.600483 1.331244
58929.604599 1.332770
58929.613153 1.329590
58929.617251 1.329653
58929.625553 1.326975
58929.629626 1.324617
58929.633686 1.324835
58929.641577 1.323913
58929.684651 1.315569
58929.697241 1.315613
58929.701271 1.314996
58929.705314 1.314713
58929.709338 1.314642
58929.713376 1.315438
58929.717430 1.314353
58929.725705 1.313968
58929.730137 1.314492
58929.743311 1.329552
58929.748235 1.327324
58929.753257 1.329180
58929.758389 1.327530
58929.763598 1.324654
58929.767061 1.322703
58930.278970 1.454596
58930.297061 1.414198
58930.332598 1.333268
58930.341229 1.307178
58930.417448 1.205489
58930.443258 1.160692
58930.457078 1.147316
58930.461291 1.149530
58930.467972 1.124470
58930.477665 1.143076
58930.484972 1.147871
58930.498169 1.174038
58930.509482 1.183538
58930.514361 1.182392
58930.524317 1.181365
58930.676837 1.364695
58930.682118 1.374759
58930.687602 1.374038
58930.705765 1.404460
58930.745442 1.456011
58930.766222 1.490720
58930.768664 1.514007
58931.425450 1.123633
58931.428700 1.124078
58931.431991 1.122081
58931.435317 1.122916
58931.438675 1.124588
58931.442138 1.128420
58931.445629 1.132423
58931.449270 1.136180
58931.453153 1.138961
58931.457057 1.138751
58931.461366 1.144113
58931.465634 1.142743
58931.477441 1.150847
58931.484852 1.156426
58931.488443 1.158256
58931.494638 1.151350
58931.504624 1.157630
58931.511853 1.161916
58931.519522 1.163380
58931.531232 1.187784
58931.539928 1.197352
58931.547739 1.202394
58931.560615 1.211947
58931.564564 1.213925
58931.572406 1.220370
58931.576299 1.222786
58931.580199 1.226626
58931.584089 1.229367
58931.587984 1.234887
58931.622649 1.281904
58931.627439 1.284311
58931.637099 1.288291
59002.343648 0.932778
59002.364195 0.975119
59002.382171 1.015040
59002.409845 1.037762
59002.421009 1.057554
59003.319287 0.757319
59003.330445 0.756387
59003.360290 0.752697
59003.379134 0.741066
59003.382413 0.739507
59003.385672 0.736641
59003.388912 0.734064
59003.395353 0.730971
59003.398556 0.729810
59003.406728 0.727882
59003.412895 0.732007
59003.418845 0.733050
59003.426128 0.728862
59003.429190 0.732453
59003.432287 0.735407
59003.435416 0.736810
59003.438575 0.740920
59003.441773 0.740419
59003.444960 0.741330
59003.451697 0.736908
59003.454891 0.738364
59003.458274 0.739331
59003.461707 0.740340
59003.477137 0.737958
59003.483842 0.742028
59003.490417 0.741035
59003.497267 0.746217
59003.500846 0.747341
59003.507742 0.752151
59003.511024 0.753415
59003.517902 0.757439
59003.521532 0.761049
59003.524757 0.762229
59003.528428 0.764982
59003.541935 0.770844
59003.551752 0.777553
59003.558272 0.783246
59003.564792 0.786611
59003.571287 0.793593
59003.574364 0.797126
59003.583972 0.801450
59003.593997 0.809473
59003.611345 0.826907
59003.621818 0.831982
59003.631972 0.838830
59003.638686 0.841545
59003.648839 0.850485
59003.655680 0.850628
59003.662550 0.853472
59003.672942 0.855759
59003.679909 0.855060
59003.690705 0.852817
59003.694457 0.856420
59003.697955 0.848920
59003.711468 0.835222
59003.714600 0.833837
59003.721396 0.830482
59003.725010 0.829823
59003.728616 0.830583
59003.735786 0.831108
59003.739392 0.832305
59003.743001 0.833034
59003.746399 0.834330
59003.749732 0.835588
59003.753039 0.837678
59003.756317 0.838300
59003.759565 0.836894
59003.762740 0.838143
59003.765876 0.836530
59003.768969 0.833698
59003.772014 0.830946
59003.781427 0.830053
59003.784826 0.825033
59003.788343 0.819213
59003.791836 0.810692
59004.367178 0.705685
59004.377392 0.694789
59004.382632 0.686531
59004.393209 0.675473
59004.418055 0.640424
59004.422571 0.633920
59004.427166 0.630293
59004.431881 0.630733
59004.444505 0.625178
59004.452324 0.624107
59004.475003 0.593380
59004.478509 0.616051
59004.487446 0.614891
59004.491753 0.621648
59004.504992 0.626304
59004.527378 0.635540
59004.537210 0.647777
59004.547042 0.659414
59004.551771 0.659552
59004.561793 0.672192
59004.581609 0.724773
59004.586249 0.733154
59004.599821 0.749889
59004.604582 0.759580
59004.613719 0.777577
59004.622885 0.796389
59004.632051 0.811024
59004.668921 0.877889
59004.696941 0.891826
59004.709419 0.903542
59004.732328 0.943312
59004.742827 0.964942
59004.748220 0.975278
59004.753723 0.990171
59004.759037 0.997827
59004.764333 1.002685
59004.769611 1.007824
59004.774868 1.014083
59004.780100 1.017895
59004.784444 1.023238
59004.788678 1.023730
59004.792788 1.022387
59005.350087 1.002484
59005.356750 0.997770
59005.391942 0.963106
59005.396825 0.959916
59005.401611 0.956370
59005.406471 0.955373
59005.411388 0.952231
59005.416356 0.951820
59005.421368 0.952627
59005.436944 0.940550
59005.446753 0.949960
59005.475531 0.960777
59005.480022 0.972123
59005.484471 0.978244
59005.499010 0.980025
59005.504246 0.981225
59005.519580 0.997400
59005.529771 1.002128
59005.539847 1.013570
59005.549853 1.024511
59005.555008 1.025636
59005.565380 1.042939
59005.575833 1.065474
59005.590074 1.090429
59005.608330 1.130155
59005.617399 1.138364
59005.647689 1.196019
59005.653328 1.202839
59005.663862 1.215536
59005.674275 1.231975
59005.684569 1.244602
59005.724265 1.288490
59005.729229 1.294106
59005.734271 1.303076
59005.756404 1.328239
59005.768001 1.335131
59005.773135 1.340596
59005.778395 1.347529
59005.783799 1.361269
59005.789372 1.369046
59005.795064 1.378999
59006.321154 1.724901
59006.330358 1.695160
59006.397961 1.532561
59006.402968 1.520661
59006.409099 1.513283
59006.415258 1.505512
59006.459320 1.466174
59006.465103 1.451904
59006.482218 1.427302
59006.488239 1.418373
59006.494317 1.420841
59008.399507 0.722452
59008.403267 0.719984
59008.407032 0.718279
59008.410801 0.717752
59008.414572 0.715354
59008.418367 0.717905
59008.422163 0.713614
59008.434366 0.717362
59008.438413 0.721704
59008.442446 0.727081
59008.461089 0.746933
59008.464472 0.752847
59008.467877 0.755896
59008.471302 0.762442
59008.474747 0.766908
59008.478210 0.773080
59008.485603 0.775865
59008.492938 0.781316
59008.504372 0.790017
59008.508359 0.789080
59008.512318 0.790155
59008.516286 0.790281
59008.528448 0.810163
59008.549325 0.824959
59008.560649 0.832143
59008.568060 0.835771
59008.571931 0.835449
59008.579298 0.840327
59008.590302 0.849679
59008.601787 0.859417
59008.609535 0.865073
59008.613399 0.870233
59008.621386 0.875687
59008.629268 0.882585
59008.641074 0.886376
59008.672407 0.887720
59008.695328 0.881641
59008.699248 0.875896
59008.702926 0.876622
59008.706598 0.876312
59008.717944 0.881695
59008.726282 0.877266
59008.730659 0.874501
59008.735071 0.874688
59008.739524 0.870138
59008.748569 0.862253
59008.753129 0.855356
59008.757746 0.849983
59008.762370 0.841909
59008.765993 0.829782
59008.775359 0.825495
59009.331735 0.977230
59009.369207 0.924652
59009.374494 0.916214
59009.387791 0.900944
59009.397000 0.900592
59009.405819 0.899372
59009.414976 0.904009
59009.429581 0.881414
59009.498991 0.846621
59009.507888 0.854108
59009.558705 0.928875
59009.672802 1.197279
59024.240599 1.881680
59024.315968 1.753007
59024.380320 1.676364
59024.442131 1.551590
59025.286116 1.680285
59025.738029 1.590362
59026.356104 1.452532
59026.363605 1.438162
59026.387233 1.390800
59026.391152 1.383915
59026.395064 1.378012
59026.398969 1.374869
59026.406839 1.373842
59026.410751 1.371264
59026.414604 1.368124
59026.418404 1.362242
59026.425897 1.357447
59026.429591 1.353410
59026.441167 1.338625
59026.452468 1.327337
59026.459131 1.319599
59026.462398 1.316960
59026.465674 1.313495
59026.468974 1.311755
59026.495549 1.284029
59026.506120 1.272885
59026.513219 1.269195
59026.524002 1.260014
59026.531129 1.256748
59026.534752 1.255627
59026.538304 1.252981
59026.549493 1.254894
59026.556641 1.257690
59026.563674 1.259902
59026.570704 1.262059
59026.581214 1.263018
59026.588282 1.266882
59026.595391 1.273703
59026.606203 1.281710
59026.617395 1.285968
59026.624973 1.291780
59026.628613 1.295104
59026.632261 1.301637
59026.635917 1.305071
59026.643022 1.309439
59026.650128 1.317282
59026.657193 1.321677
59026.667552 1.322097
59026.698984 1.336422
59026.705681 1.340656
59026.712430 1.339806
59026.715835 1.342799
59026.722714 1.351815
59026.729765 1.359164
59026.737170 1.369188
59026.740976 1.373524
59026.744801 1.379234
59026.748628 1.383300
59026.752455 1.387077
59026.756283 1.391294
59026.760063 1.395724
59026.763841 1.403316
59026.767616 1.408871
59026.771389 1.411485
59026.775130 1.418565
59026.778865 1.422276
59026.785281 1.426768
59026.792420 1.436485
59027.324400 1.212654
59027.328859 1.190081
59027.338184 1.141162
59027.376793 1.069062
59027.381133 1.058503
59027.385700 1.054062
59027.390467 1.052828
59027.401560 1.036307
59027.412762 1.028599
59027.417737 1.029041
59027.428296 1.020308
59027.433366 1.024790
59027.438467 1.028026
59027.453140 1.045298
59027.462153 1.053514
59027.479323 1.042822
59027.502411 1.039398
59027.521162 1.058897
59027.535439 1.074779
59027.544958 1.089497
59027.554477 1.107355
59027.563996 1.124208
59027.586323 1.163195
59027.599022 1.186559
59027.607609 1.203782
59027.616196 1.217819
59027.620360 1.224423
59027.643314 1.263507
59027.648252 1.277833
59027.652652 1.281554
59027.661727 1.297809
59027.670802 1.310921
59027.679655 1.320583
59027.683989 1.328197
59027.688244 1.337462
59027.692378 1.344546
59027.696414 1.351245
59027.700343 1.359437
59027.712400 1.376407
59027.716862 1.383601
59027.721230 1.392696
59027.729575 1.404221
59027.733685 1.407600
59027.742006 1.403954
59027.746194 1.403327
59028.353155 1.261029
59028.392301 1.205959
59028.398184 1.200337
59028.403837 1.190635
59028.415201 1.162416
59028.426441 1.147308
59028.431890 1.138378
59028.437202 1.130234
59028.469740 1.122046
59028.474846 1.124774
59028.490296 1.128160
59028.495707 1.125260
59028.501242 1.122135
59028.512521 1.111867
59028.524989 1.118259
59028.537458 1.133868
59028.549911 1.135391
59028.562628 1.137817
59028.569214 1.155071
59028.575719 1.167026
59028.582153 1.178410
59028.610397 1.196663
59028.616237 1.200353
59028.673492 1.297475
59028.703914 1.333566
59028.715749 1.351826
59028.727626 1.363377
59028.734318 1.375678
59028.741111 1.389520
59028.755198 1.410899
59028.762794 1.425058
59028.778092 1.439328
59028.783758 1.445678
59028.789439 1.435469
59028.795138 1.448535
59029.291600 1.141456
59031.079890 0.491961
59031.288345 0.516434
59031.541974 0.603928
59032.314531 0.315952
59032.631357 0.416073
59032.638023 0.434837
59032.678603 0.474865
59032.683446 0.484059
59032.708839 0.503178
59032.722952 0.512583
59032.761033 0.563274
59032.772640 0.578852
59033.320261 0.635573
59033.387559 0.541366
59033.484475 0.483154
59033.563886 0.516353
59033.574770 0.510130
59033.644525 0.586507
59033.701919 0.601333
59033.760829 0.720843
59034.334308 0.244487
59034.600870 0.069277
59035.353058 -0.025582
59035.360543 -0.049094
59035.369903 -0.078998
59035.717676 -0.055836
59035.747062 -0.051595
59035.753217 -0.068082
59035.759168 -0.082800
59035.766836 -0.083117
59035.777179 -0.082788
59035.790694 -0.103497
59036.319485 -0.484167
59036.624500 -0.462121
59036.629010 -0.452908
59036.638443 -0.430087
59036.670247 -0.412523
59036.676045 -0.409567
59036.681701 -0.406719
59036.687374 -0.410576
59036.708312 -0.362679
59036.731753 -0.334990
59036.758427 -0.321150
59036.775005 -0.325606
59036.780961 -0.327312
59036.793792 -0.331979
59036.800810 -0.333961
59036.808362 -0.337869
59037.349977 -0.314519
59037.353858 -0.329302
59037.376053 -0.371527
59037.422814 -0.375102
59037.443091 -0.380239
59037.448799 -0.376860
59037.528548 -0.395252
59037.561458 -0.390262
59037.575097 -0.370873
59037.581365 -0.383408
59037.614877 -0.329038
59037.638977 -0.294471
59037.723613 -0.244756
59037.737991 -0.247579
59037.746469 -0.247125
59037.784816 -0.254728
59037.791298 -0.244985
59037.822588 -0.236659
59037.841669 -0.207103
59080.290497 0.515247
59080.390305 0.442108
59080.396855 0.439016
59080.401767 0.440892
59080.413044 0.429405
59080.418509 0.420279
59080.433387 0.398327
59080.476216 0.376995
59080.532333 0.335740
59080.557446 0.316497
59080.568165 0.321820
59080.594846 0.280200
59081.254314 0.240872
59081.401338 -0.164815
59081.450820 -0.239764
59081.492859 -0.281992
59081.500944 -0.273869
59081.522443 -0.297565
59081.538361 -0.257489
59081.612058 -0.112032
59081.769918 0.002172
59081.778187 0.015036
59081.785644 0.023000
59082.329210 -0.067914
59082.339232 -0.079598
59082.347533 -0.089560
59082.431865 -0.144328
59082.457805 -0.147747
59082.467305 -0.158801
59082.484009 -0.170769
59082.529997 -0.163758
59082.533173 -0.162474
59082.536595 -0.160383
59082.548570 -0.161773
59082.551764 -0.161310
59082.559887 -0.160414
59082.564056 -0.160444
59082.568319 -0.157050
59082.577549 -0.153002
59082.584202 -0.149677
59082.595652 -0.142031
59082.598081 -0.141386
59082.600568 -0.139948
59082.638658 -0.115545
59082.684476 -0.054362
59082.700764 -0.054598
59083.245821 -0.016217
59083.624406 -0.269060
59084.340095 -0.817104
59084.384383 -1.057870
59084.390792 -1.078236
59084.397904 -1.084023
59084.405016 -1.090289
59084.428163 -1.134676
59084.434656 -1.130845
59084.447302 -1.123937
59084.463521 -1.106832
59084.473638 -1.094656
59084.483398 -1.080734
59084.498323 -1.083369
59084.529861 -1.101477
59084.544856 -1.082090
59084.559350 -1.062103
59084.573863 -1.037717
59084.587936 -1.009092
59084.593199 -0.998114
59084.597422 -0.989862
59084.601610 -0.986156
59084.611964 -0.963735
59084.617082 -0.950742
59084.622061 -0.935583
59084.632363 -0.917263
59084.637717 -0.919621
59084.652506 -0.918581
59084.657580 -0.922725
59084.666971 -0.919739
59084.671956 -0.928853
59084.685581 -0.925668
59084.690743 -0.940194
59084.694890 -0.936512
59084.707331 -0.922542
59084.711813 -0.923081
59084.745313 -0.928664
59084.750544 -0.931471
59084.755940 -0.934596
59084.761125 -0.942622
59084.766490 -0.950984
59084.772070 -0.963746
59084.777907 -0.973657
59084.783534 -0.983364
59148.397183 -1.908022
59148.471330 -1.943780
59148.603746 -2.029202
59148.654136 -1.937949
59148.661020 -1.926335
59148.667200 -1.931446
59148.673639 -1.924629
59148.679701 -1.923966
59148.694615 -1.917792
59148.711044 -1.886159
59148.717399 -1.859749
59148.724317 -1.836325
59148.731201 -1.827609
59149.236229 -1.990330
59149.455074 -1.856083
59149.466296 -1.840031
59149.497373 -1.855449
59149.502925 -1.840930
59149.511451 -1.849354
59149.520212 -1.857755
59149.529271 -1.846102
59149.786049 -1.763572
59150.301284 -1.560039
59150.584524 -1.292527
59150.596741 -1.271292
59150.667873 -1.269953
59150.672336 -1.269305
59150.691702 -1.291945
59150.699628 -1.286698
59150.707940 -1.275109
59150.719523 -1.279226
59150.725671 -1.283792
59151.228473 -1.192101
59151.442784 -1.532606
59151.452458 -1.509101
59151.481014 -1.461109
59151.496435 -1.422073
59151.516646 -1.378350
59151.544032 -1.327842
59151.549124 -1.314011
59151.573877 -1.267950
59151.593777 -1.232051
59151.599651 -1.217861
59151.606744 -1.202639
59151.612450 -1.192653
59151.629993 -1.160787
59151.636289 -1.147592
59151.641834 -1.133999
59151.647447 -1.122392
59151.652586 -1.114051
59151.661087 -1.086006
59151.669589 -1.077868
59151.673898 -1.072187
59152.380362 -1.923796
59152.391077 -1.961046
59152.439256 -1.991594
59152.444255 -1.996324
59152.449136 -1.996625
59152.458919 -2.000984
59152.470896 -2.020504
59152.475772 -2.020287
59152.503692 -2.042109
59152.508200 -2.036954
59152.512648 -2.030564
59152.517044 -2.024892
59152.529842 -2.014621
59152.533917 -2.009836
59152.537970 -2.003182
59152.542029 -1.996015
59152.554355 -1.981044
59152.558661 -1.980261
59152.575175 -1.958267
59152.579142 -1.949665
59152.600390 -1.921764
59152.608836 -1.910413
59152.617349 -1.899152
59152.625158 -1.891885
59152.633108 -1.885364
59152.637230 -1.879832
59152.641379 -1.874224
59152.649719 -1.865975
59152.653914 -1.860991
59152.658139 -1.857412
59152.662402 -1.853617
59152.666663 -1.850194
59152.674790 -1.835961
59152.678644 -1.828251
59152.682742 -1.819411
59152.686437 -1.813782
59152.690135 -1.805404
59152.697415 -1.789124
59152.701052 -1.783793
59153.353906 -1.918773
59153.365818 -1.920242
59153.375664 -1.920495
59153.457043 -1.915578
59153.465711 -1.909892
59153.470099 -1.906947
59153.482145 -1.903716
59153.494085 -1.900360
59153.505927 -1.898284
59153.509805 -1.897419
59153.513666 -1.893377
59153.517512 -1.892262
59153.521392 -1.886880
59153.525256 -1.883931
59153.529194 -1.884489
59153.532956 -1.885796
59153.536980 -1.879763
59153.540983 -1.876473
59153.544965 -1.874406
59153.549091 -1.869698
59153.553231 -1.868127
59153.566254 -1.858960
59153.570259 -1.855435
59153.574170 -1.853270
59153.587588 -1.853088
59153.596118 -1.850715
59153.600146 -1.847013
59153.604196 -1.844821
59153.608203 -1.841466
59153.612234 -1.838400
59153.616289 -1.834151
59153.620371 -1.830297
59153.624271 -1.827646
59153.628190 -1.826316
59153.632130 -1.826922
59153.644193 -1.816846
59153.657214 -1.810792
59153.670358 -1.810757
59153.674921 -1.807707
59154.242630 -2.197918
59154.301811 -2.162638
59154.318473 -2.147000
59154.433787 -2.170160
59154.439423 -2.164641
59154.455284 -2.147518
59154.471221 -2.136198
59154.475872 -2.127205
59154.480426 -2.119870
59154.484900 -2.103517
59154.489332 -2.096067
59154.493700 -2.080226
59154.498010 -2.075370
59154.511809 -2.052091
59154.516564 -2.045390
59154.521244 -2.032316
59154.525948 -2.020004
59154.535165 -2.002147
59154.539797 -1.999724
59154.549090 -1.985913
59154.558374 -1.984888
59154.567802 -1.981404
59154.572598 -1.973043
59154.582226 -1.961226
59154.596167 -1.935836
59154.605503 -1.918884
59154.610519 -1.906446
59154.620203 -1.889597
59154.629332 -1.899268
59154.633858 -1.899165
59154.637926 -1.883733
59154.642148 -1.870175
59154.650856 -1.857882
59154.655282 -1.850958
59154.664027 -1.838121
59154.668483 -1.836305
59154.673004 -1.833192
59154.682145 -1.821752
59154.686841 -1.824554
59154.691603 -1.819430
59154.701476 -1.817542
59154.702213 -1.760147
59154.710750 -1.799688
59155.238631 -2.239262
59155.500175 -2.403943
59155.503909 -2.402336
59155.507636 -2.400024
59155.511435 -2.412478
59155.515221 -2.408014
59155.519027 -2.408452
59155.522823 -2.401922
59155.526607 -2.406712
59155.530451 -2.411442
59155.534282 -2.410647
59155.538179 -2.415863
59155.542062 -2.413125
59155.545930 -2.408831
59155.549848 -2.413703
59155.557278 -2.433909
59155.560948 -2.431989
59155.564616 -2.432695
59155.568284 -2.427752
59155.571999 -2.430571
59155.575710 -2.424654
59155.583135 -2.421205
59155.590560 -2.421328
59155.601732 -2.426331
59155.609340 -2.420228
59155.616948 -2.410537
59155.620837 -2.408113
59155.630908 -2.402161
59155.638557 -2.400476
59155.646230 -2.399186
59155.650942 -2.414175
59155.654669 -2.413462
59155.658399 -2.414720
59155.662134 -2.415756
59155.665874 -2.414412
59155.669593 -2.415077
59155.673316 -2.415056
59155.677042 -2.412734
59155.680644 -2.410790
59155.684389 -2.398915
59155.688160 -2.400456
59155.691940 -2.401594
59155.695729 -2.403536
59155.699458 -2.392176
59155.703192 -2.395827
59155.710614 -2.401919
59155.714333 -2.395823
59155.717964 -2.388772
59156.249553 -2.465390
59156.286732 -2.493677
59156.309987 -2.475886
59156.433425 -2.454310
59156.450147 -2.448827
59156.477793 -2.442772
59156.500807 -2.445953
59156.518802 -2.436087
59156.535069 -2.416608
59156.540409 -2.403804
59156.545596 -2.392263
59156.550800 -2.380240
59156.555876 -2.368343
59156.590039 -2.318817
59156.610353 -2.283253
59156.620856 -2.265087
59156.625246 -2.255691
59156.629587 -2.244914
59156.639565 -2.242412
59156.643974 -2.241877
59156.648209 -2.242673
59156.657454 -2.236339
59156.662561 -2.227470
59156.667555 -2.212422
59156.672747 -2.211371
59156.677553 -2.207752
59156.681931 -2.202053
59156.694023 -2.170107
59156.698308 -2.160067
59156.702650 -2.148920
59156.707058 -2.138687
59156.711414 -2.129888
59156.715843 -2.117402
59156.720360 -2.110765
59157.266217 -1.928275
59157.305080 -1.951336
59157.477367 -1.806911
59157.488780 -1.804221
59158.225589 -1.803137
59158.497311 -2.096380
59158.503248 -2.106519
59158.508879 -2.118365
59158.524674 -2.137923
59158.548595 -2.145286
59158.553308 -2.137256
59158.557935 -2.126852
59158.562487 -2.115805
59158.575715 -2.095429
59158.587930 -2.065025
59158.597232 -2.054787
59158.612264 -2.035668
59158.621908 -2.026499
59158.625871 -2.016152
59158.629815 -2.010128
59158.638936 -2.005470
59158.642857 -2.002600
59158.650537 -2.004223
59158.654333 -2.003997
59158.662916 -2.004943
59158.667264 -2.007108
59158.671655 -2.003532
59158.676091 -1.997342
59158.680254 -1.994884
59158.687606 -1.978509
59158.691434 -1.969230
59158.695275 -1.957564
59158.699131 -1.942980
59158.702925 -1.935432
59158.706729 -1.922795
59158.710547 -1.911033
59158.714313 -1.891643
59158.718090 -1.882205
59159.248832 -2.095204
59159.469853 -2.226363
59159.485100 -2.228856
59159.497492 -2.216895
59159.514091 -2.184862
59159.529141 -2.157707
59159.543320 -2.142647
59159.552433 -2.139781
59159.573249 -2.106434
59159.577258 -2.103810
59159.592892 -2.083794
59159.602905 -2.072938
59159.606691 -2.069115
59159.616169 -2.061021
59159.619902 -2.055953
59159.623631 -2.055118
59159.632579 -2.047822
59159.636314 -2.046913
59159.643558 -2.050674
