# MJD orderslope
# subtract (m - 84) * orderslope from each order at MJD
58700.431023 -0.933738
58700.442069 -0.933178
58700.453719 -0.930551
58700.474574 -0.916646
58700.488533 -0.913438
58700.501978 -0.910739
58700.506702 -0.910261
58700.511695 -0.913714
58700.554499 -0.852538
58700.569269 -0.822271
58700.604285 -0.760857
58700.608753 -0.755144
58700.617908 -0.742277
58700.622282 -0.736793
58700.627063 -0.728295
58700.631917 -0.717413
58700.670145 -0.674281
58700.676623 -0.669984
58700.682821 -0.652406
58700.687670 -0.638564
58700.697156 -0.615510
58700.701383 -0.602546
58700.705661 -0.590970
58700.709917 -0.575382
58700.750647 -0.475390
58700.754830 -0.474235
58700.759357 -0.480607
58701.345680 -0.664744
58701.375960 -0.875089
58701.419748 -1.087738
58701.438428 -1.158047
58701.528265 -1.431125
58701.533163 -1.433734
58701.550003 -1.562143
58701.567424 -1.549924
58701.573157 -1.546877
58701.581446 -1.546093
58701.587287 -1.544524
58701.612318 -1.549966
58701.617954 -1.554588
58701.623714 -1.555272
58701.635261 -1.554430
58701.670144 -1.556803
58701.675613 -1.558366
58701.703743 -1.557863
58701.719952 -1.552435
58701.733745 -1.549423
58701.738851 -1.547506
58701.743161 -1.547106
58701.761811 -1.543714
58701.772638 -1.547824
58701.778299 -1.550301
58701.783185 -1.554771
58701.788019 -1.558140
58701.792802 -1.560350
58701.797527 -1.564039
58702.327330 -1.518823
58702.420629 -1.476119
58702.514437 -1.430004
58702.556326 -1.413704
58702.574982 -1.430295
58702.608452 -1.441651
58702.652780 -1.486599
58702.712189 -1.515147
58702.716053 -1.514778
58702.745104 -1.520039
58702.750463 -1.523086
58702.755917 -1.524759
58702.763437 -1.536047
58702.766139 -1.537128
58703.366157 -1.547404
58703.372388 -1.554519
58703.378190 -1.559299
58703.433302 -1.632223
58703.438835 -1.639309
58703.458119 -1.657731
58703.476726 -1.671765
58703.485882 -1.672496
58703.494670 -1.680816
58703.506449 -1.687111
58703.509379 -1.688230
58703.512497 -1.687365
58703.515734 -1.687814
58703.519082 -1.687616
58703.522532 -1.688325
58703.552623 -1.709376
58703.556369 -1.712576
58703.560303 -1.714526
58703.563898 -1.716519
58703.567913 -1.717780
58703.571516 -1.719541
58703.579256 -1.726711
58703.594468 -1.733404
58703.601831 -1.734706
58703.612750 -1.738285
58703.627537 -1.742745
58703.635379 -1.744573
58703.647145 -1.745585
58703.650843 -1.746034
58703.655611 -1.745146
58703.665037 -1.739854
58703.675810 -1.733069
58703.692199 -1.725205
58703.713236 -1.732663
58703.718094 -1.731483
58703.727855 -1.732840
58703.732896 -1.733077
58703.737811 -1.736571
58703.742682 -1.738101
58703.747501 -1.741001
58703.756950 -1.740646
58703.761394 -1.737692
58707.412147 -1.825041
58707.420680 -1.856055
58707.425085 -1.871311
58707.433588 -1.922277
58707.442108 -1.940744
58707.450439 -1.951271
58707.454588 -1.950374
58707.469022 -1.970192
58707.472364 -1.975662
58707.482663 -1.984578
58707.486147 -1.986254
58707.489642 -1.985364
58707.493178 -1.985513
58707.496720 -1.985535
58707.508935 -2.007409
58707.512521 -2.005746
58707.524012 -2.005602
58707.528201 -2.010866
58707.536102 -2.013154
58707.539783 -2.010078
58707.547473 -2.009680
58707.555259 -2.011570
58707.559091 -2.015786
58707.563045 -2.011757
58707.570831 -2.011630
58707.574647 -2.017360
58707.578758 -2.013996
58707.582932 -2.008946
58707.586226 -2.015403
58707.597427 -2.012256
58707.609249 -2.005000
58707.612993 -2.001412
58707.621298 -1.994177
58707.629595 -1.985971
58707.637989 -1.980974
58707.649941 -1.971387
58707.658427 -1.968214
58707.662049 -1.963509
58707.696784 -1.986340
58707.712747 -1.978328
58707.717215 -1.974453
58707.726309 -1.964879
58707.730852 -1.961842
58707.740129 -1.955135
58707.744877 -1.955170
58707.754537 -1.952494
58707.759396 -1.951106
58707.764361 -1.951405
58707.774388 -1.956412
58707.779490 -1.961260
58707.790178 -1.972096
58708.407988 -2.601037
58708.411800 -2.604321
58708.423110 -2.633528
58708.435271 -2.636012
58708.439211 -2.634916
58708.443130 -2.636044
58708.447063 -2.636270
58708.451208 -2.633629
58708.455265 -2.631383
58708.463304 -2.628562
58708.467291 -2.627261
58708.475554 -2.622961
58708.479647 -2.622826
58708.495560 -2.630988
58708.510139 -2.650243
58708.513931 -2.648101
58708.525879 -2.652307
58708.529824 -2.647084
58708.537770 -2.645012
58708.541646 -2.634695
58708.553818 -2.639063
58708.570427 -2.631469
58708.578731 -2.623112
58708.587112 -2.617787
58708.591260 -2.616370
58708.599393 -2.611273
58708.611579 -2.603489
58708.615756 -2.603025
58708.623959 -2.601835
58708.636262 -2.595792
58708.644567 -2.596048
58708.652779 -2.594684
58708.660990 -2.595427
58708.664900 -2.592247
58708.677672 -2.591164
58708.699483 -2.586503
58708.708093 -2.585800
58708.712113 -2.586646
58708.716208 -2.587332
58708.720331 -2.587907
58708.724485 -2.587493
58708.728673 -2.587599
58708.732683 -2.588980
58708.736719 -2.590294
58708.740783 -2.589270
58708.753600 -2.581782
58708.758390 -2.579509
58708.763125 -2.579995
58708.772400 -2.588235
58708.776919 -2.591161
58708.781121 -2.591107
58708.785387 -2.590979
58708.789730 -2.594689
58709.347533 -2.064715
58709.351775 -2.062589
58709.355948 -2.068802
58709.389842 -2.119192
58709.393970 -2.127718
58709.398063 -2.129755
58709.402124 -2.137405
58709.417209 -2.147469
58709.420630 -2.149640
58709.427175 -2.152193
58709.430380 -2.154084
58709.433609 -2.155168
58709.444892 -2.160058
58709.452866 -2.157406
58709.457559 -2.157128
58709.464169 -2.154451
58709.467524 -2.151584
58709.470979 -2.149383
58709.474525 -2.146504
58709.478158 -2.146331
58709.495802 -2.154185
58709.503316 -2.155587
58709.510830 -2.155083
58709.518343 -2.155232
58709.525823 -2.149146
58709.533320 -2.149792
58709.536973 -2.151687
58709.544638 -2.149617
58709.548300 -2.151170
58709.552391 -2.148035
58709.560166 -2.148649
58709.571732 -2.144112
58709.579611 -2.140439
58709.583093 -2.141619
58709.594792 -2.125172
58709.603155 -2.114725
58709.615181 -2.104782
58709.623798 -2.093542
58709.632514 -2.089749
58709.636065 -2.082273
58709.656623 -2.063010
58709.666361 -2.055920
58709.685882 -2.041428
58709.711138 -2.016406
58709.725685 -2.026968
58709.730791 -2.025320
58709.741101 -2.019635
58709.751665 -2.017256
58709.756935 -2.016808
58709.762194 -2.011714
58709.767441 -2.012707
58709.772622 -2.010579
58709.783442 -2.002581
58709.789129 -2.004474
58709.795003 -2.008074
58709.800764 -2.003898
58709.806571 -2.002335
58710.401144 -1.987124
58710.404939 -1.990768
58710.408768 -1.994158
58710.412582 -1.996682
58710.416383 -1.997803
58710.420204 -2.002431
58710.427812 -2.009262
58710.431599 -2.010603
58710.435378 -2.011456
58710.449521 -2.007126
58710.455767 -2.003549
58710.458897 -2.002541
58710.462055 -1.998603
58710.465239 -1.993279
58710.468495 -1.990703
58710.475320 -1.985238
58710.482545 -1.980372
58710.489948 -1.979655
58710.493611 -1.980816
58710.497275 -1.983498
58710.508541 -1.969282
58710.516136 -1.960623
58710.523541 -1.952414
58710.531033 -1.942789
58710.534435 -1.942166
58710.538644 -1.931499
58710.542054 -1.927387
58710.556925 -1.906371
58710.565116 -1.892791
58710.568910 -1.889604
58710.577223 -1.874417
58710.589494 -1.858767
58710.594222 -1.853811
58710.606365 -1.841471
58710.610057 -1.834937
58710.617383 -1.820947
58710.621047 -1.814410
58710.624685 -1.804440
58710.631955 -1.783711
58710.635588 -1.773967
58710.650689 -1.730339
58710.664690 -1.703489
58710.669756 -1.689605
58710.680386 -1.673493
58710.685896 -1.659787
58710.691422 -1.646755
58710.696966 -1.628516
58711.350689 -1.196882
58711.397261 -1.184001
58711.402673 -1.175469
58711.407918 -1.178736
58711.413019 -1.182604
58711.417994 -1.186096
58711.427746 -1.183067
58711.450184 -1.146531
58711.483896 -1.141890
58711.489100 -1.143425
58711.494579 -1.143375
58711.500281 -1.142361
58711.506170 -1.140711
58711.518618 -1.111415
58711.525200 -1.095292
58711.530860 -1.077309
58711.852157 -1.017995
58712.333845 -1.383189
58712.357798 -1.440654
58712.376143 -1.434981
58712.415291 -1.460970
58712.426722 -1.464636
58712.439779 -1.473860
58712.477909 -1.530256
58712.701367 -1.231328
58712.731473 -1.174040
58712.796890 -1.220728
58712.859402 -1.214506
58713.352964 -1.067282
58713.675924 -0.526268
58713.700422 -0.607707
58713.717402 -0.520303
58714.324256 -1.528327
58714.647691 -1.681285
58715.509088 -2.119469
58715.515062 -2.107657
58715.534219 -2.083909
58715.541991 -2.068975
58715.549322 -2.057050
58715.556283 -2.038336
58715.569304 -1.989574
58715.575685 -1.963955
58715.587804 -1.912204
58715.594490 -1.888308
58715.615005 -1.811810
58715.627023 -1.748830
58715.632767 -1.723977
58715.677393 -1.581153
58715.688582 -1.554895
58715.699772 -1.531707
58715.706144 -1.514509
58715.722557 -1.498900
58715.728633 -1.484925
58715.733799 -1.497082
58715.746007 -1.464222
58715.751902 -1.441729
58715.757646 -1.416360
58715.763567 -1.393753
58715.768197 -1.372977
58715.772909 -1.348910
58715.787682 -1.307296
58715.797574 -1.291478
58717.399525 -0.950447
58717.403183 -0.960000
58717.410539 -0.981363
58717.414772 -0.997210
58717.423033 -1.045298
58717.435463 -1.071525
58717.439558 -1.078529
58717.443631 -1.083137
58717.447741 -1.087630
58717.451751 -1.090161
58717.456143 -1.084812
58717.460498 -1.083809
58717.464959 -1.085929
58717.473981 -1.089627
58717.478362 -1.089360
58717.482710 -1.085049
58717.499648 -1.115210
58717.508688 -1.116574
58717.522374 -1.105352
58717.526782 -1.104094
58717.531166 -1.097700
58717.539585 -1.094382
58717.543666 -1.089462
58717.556469 -1.083889
58717.560427 -1.079069
58717.581528 -1.075412
58717.598776 -1.089514
58717.612225 -1.107710
58717.621161 -1.113882
58717.630164 -1.118801
58717.639105 -1.124674
58717.643830 -1.119925
58717.661495 -1.141470
58717.665919 -1.137033
58717.674659 -1.168457
58717.679116 -1.163560
58717.692164 -1.198057
58717.700700 -1.206356
58717.709845 -1.204675
58717.719162 -1.205718
58717.723538 -1.215097
58717.727952 -1.220697
58717.732247 -1.223087
58717.736579 -1.226579
58717.740950 -1.232195
58717.749833 -1.255755
58717.753695 -1.266658
58717.757441 -1.280395
58717.765700 -1.315597
58717.769967 -1.338845
58718.377184 -1.648651
58718.384545 -1.648345
58718.403964 -1.655739
58718.409771 -1.659052
58718.448949 -1.646612
58718.453997 -1.643584
58718.458945 -1.640711
58718.463806 -1.641134
58718.468589 -1.640942
58718.494720 -1.630602
58718.505623 -1.623826
58718.509907 -1.619318
58718.514160 -1.613627
58718.526411 -1.618127
58718.536968 -1.613420
58718.545167 -1.608110
58718.549307 -1.604137
58718.565503 -1.576512
58718.569212 -1.569173
58718.576192 -1.554347
58718.579646 -1.549782
58718.587474 -1.541203
58718.595141 -1.531629
58718.602841 -1.523625
58718.610540 -1.512806
58718.618240 -1.505499
58718.621731 -1.502172
58718.629231 -1.496390
58718.636801 -1.488428
58718.644268 -1.478809
58718.659248 -1.466401
58718.666762 -1.459890
58718.670320 -1.459094
58718.677650 -1.454863
58718.684903 -1.445303
58718.688589 -1.440673
58718.692019 -1.437313
58718.695583 -1.432852
58718.699191 -1.429848
58718.702789 -1.426268
58718.706375 -1.422277
58718.709949 -1.418125
58718.713510 -1.411451
58718.717056 -1.404848
58718.720586 -1.399398
58718.727526 -1.393671
58718.731034 -1.390761
58718.734522 -1.387233
58718.737987 -1.385041
58718.741301 -1.380638
58718.744576 -1.375083
58718.747809 -1.368387
58718.750904 -1.363530
58718.753938 -1.357603
58719.351505 -0.830792
58719.357372 -0.834983
58719.405453 -0.901637
58719.409459 -0.906649
58719.421389 -0.915294
58719.425429 -0.916738
58719.429453 -0.917392
58719.433462 -0.919285
58719.437458 -0.922305
58719.442958 -0.925660
58719.462931 -0.948214
58719.467329 -0.951558
58719.472273 -0.946289
58719.481960 -0.939585
58719.499596 -0.946529
58719.510561 -0.945150
58719.515344 -0.944505
58719.519792 -0.948137
58719.524283 -0.950689
58719.539694 -0.952522
58719.549476 -0.946630
58719.582290 -0.936486
58719.586399 -0.932112
58719.598619 -0.926061
58719.635983 -0.896365
58719.649595 -0.903430
58719.653627 -0.903257
58719.662324 -0.901560
58719.667051 -0.898019
58719.671834 -0.894614
58719.704758 -0.876081
58719.709759 -0.872915
58719.714839 -0.868249
58719.719482 -0.863977
58719.724156 -0.855779
58719.728782 -0.848516
58719.732753 -0.851038
58719.736738 -0.850426
58719.740737 -0.852597
58719.752843 -0.843727
58720.316993 -0.958594
58720.323670 -0.983641
58720.411775 -1.091009
58720.414853 -1.090902
58720.418053 -1.092383
58720.433174 -1.122816
58720.435864 -1.130668
58720.439592 -1.131193
58720.443326 -1.133137
58720.447064 -1.133666
58720.450945 -1.132873
58720.454822 -1.131504
58720.458695 -1.130175
58720.462564 -1.127121
58720.466498 -1.129161
58720.473822 -1.124518
58720.476890 -1.118761
58720.477260 -1.124114
58720.480350 -1.116508
58720.490834 -1.121335
58720.494251 -1.119877
58720.499822 -1.110296
58720.507637 -1.100651
58720.516037 -1.093254
58720.535823 -1.053307
58720.554690 -1.025596
58720.558130 -1.021990
58720.565129 -1.015251
58720.577421 -0.996689
58720.594782 -0.967556
58720.598923 -0.964108
58720.603271 -0.960877
58720.607825 -0.962691
58720.612449 -0.957500
58720.681467 -0.858351
58720.694767 -0.859531
58720.703605 -0.850259
58720.708098 -0.839919
58720.712634 -0.830227
58720.726069 -0.803050
58720.730643 -0.795294
58720.762899 -0.730383
58720.767193 -0.724020
58720.770691 -0.723812
58721.330340 -1.351105
58721.335755 -1.360437
58721.341085 -1.384320
58721.397134 -1.447649
58721.400884 -1.451870
58721.404742 -1.459515
58721.412972 -1.459548
58721.423392 -1.464871
58721.435737 -1.497877
58721.440368 -1.501498
58721.444942 -1.505072
58721.452734 -1.521887
58721.457252 -1.521831
58721.466154 -1.514970
58721.474906 -1.504971
58721.479299 -1.502752
58721.483660 -1.498250
58721.496735 -1.479182
58721.505215 -1.487195
58721.536801 -1.445773
58721.540322 -1.437761
58721.555582 -1.409558
58721.574869 -1.376276
58721.582470 -1.365055
58721.590072 -1.359105
58721.597628 -1.341709
58721.605227 -1.329797
58721.608817 -1.324221
58721.616226 -1.313948
58721.623555 -1.306975
58721.643132 -1.289534
58721.647469 -1.285709
58721.655882 -1.281968
58721.664218 -1.277540
58721.668288 -1.283096
58721.672253 -1.288220
58721.680223 -1.293584
58721.688202 -1.286734
58721.692078 -1.293734
58721.699822 -1.290167
58721.703359 -1.282033
58721.706882 -1.273300
58721.710388 -1.266281
58721.713878 -1.259027
58721.717348 -1.252483
58721.720798 -1.249751
58721.727628 -1.243608
58721.730927 -1.237484
58721.737415 -1.229551
58721.740597 -1.226246
58721.754248 -1.217154
58721.758237 -1.226044
58721.762436 -1.230110
58721.766676 -1.235351
58721.770960 -1.244961
58721.775296 -1.262616
58735.331908 -1.841842
58735.370321 -2.003893
58735.384552 -2.059384
58735.405723 -2.127886
58735.414148 -2.141431
58735.501638 -2.290169
58735.505933 -2.290174
58735.528123 -2.330298
58735.543756 -2.364359
58735.547893 -2.350292
58735.552005 -2.344525
58735.556094 -2.337972
58735.560263 -2.328620
58735.564305 -2.318970
58735.568358 -2.314844
58735.572395 -2.305817
58735.576417 -2.301757
58735.580427 -2.295038
58735.584544 -2.288573
58735.588644 -2.279901
58735.592352 -2.276586
58735.596055 -2.272076
58735.606828 -2.257563
58735.610567 -2.256897
58735.622214 -2.242273
58735.626473 -2.233305
58735.630770 -2.224401
58735.635109 -2.215372
58735.639284 -2.204125
58735.643493 -2.195015
58735.647742 -2.179670
58735.651820 -2.174240
58735.655928 -2.170788
58736.346883 -2.419064
58736.358660 -2.432330
58736.394053 -2.457012
58736.401262 -2.458117
58736.408017 -2.446809
58736.451546 -2.422303
58736.456350 -2.423294
58736.484342 -2.433986
58736.496294 -2.448234
58736.500829 -2.447589
58736.505311 -2.448114
58736.511495 -2.442751
58736.518004 -2.440835
58736.524793 -2.448091
58736.529813 -2.442457
58736.534944 -2.434272
58736.538851 -2.429311
58736.542754 -2.428066
58736.546666 -2.418947
58737.724875 -1.003413
58737.732723 -1.014944
58737.740563 -1.030498
58737.761805 -0.953821
58737.769944 -0.928947
58738.414875 -1.002776
58738.418246 -1.001189
58738.424528 -1.020859
58738.428431 -1.014813
58738.432401 -1.010131
58738.433203 -0.984160
58738.440280 -0.974451
58738.443623 -0.971757
58738.447423 -0.969436
58738.451633 -0.962424
58738.456216 -0.955166
58738.461329 -0.949543
58738.473376 -0.947245
58738.482114 -0.948760
58738.512151 -0.922239
58738.516157 -0.918947
58738.520205 -0.917766
58738.524381 -0.914893
58738.528697 -0.912871
58738.543229 -0.893418
58738.564645 -0.849873
58738.598046 -0.771637
58738.624750 -0.714250
58738.630301 -0.699244
58738.643007 -0.702858
58738.655713 -0.693634
58738.662506 -0.705096
58738.714340 -0.683843
58738.721605 -0.673278
58738.728504 -0.670237
58738.734974 -0.668118
58738.746332 -0.662832
58738.752384 -0.664042
58738.765092 -0.681124
58738.772516 -0.685050
58739.448360 -0.837599
58739.454199 -0.832133
58739.457190 -0.829771
58739.460289 -0.828044
58739.463421 -0.831811
58739.470140 -0.828472
58739.473333 -0.828494
58739.477123 -0.825691
58739.481090 -0.820592
58739.485270 -0.813178
58739.489359 -0.803715
58739.507361 -0.771310
58739.518236 -0.761675
58739.524668 -0.750138
58739.533061 -0.730278
58739.566114 -0.653556
58739.574426 -0.640768
58739.602903 -0.597565
58739.625207 -0.576560
58739.637499 -0.564867
58739.653488 -0.553222
58739.677539 -0.535041
58739.691680 -0.514378
58739.701414 -0.499301
58739.711399 -0.481473
58739.716493 -0.465236
58739.726530 -0.442411
58739.731970 -0.427532
58739.736706 -0.415642
58739.741242 -0.406630
58739.745464 -0.401203
58739.749856 -0.399682
58740.424592 -1.386087
58740.434682 -1.413501
58740.438710 -1.427640
58740.446678 -1.449690
58740.462291 -1.466496
58740.466212 -1.471583
58740.470117 -1.474795
58740.474006 -1.482416
58740.481728 -1.490334
58740.485375 -1.492668
58740.488944 -1.495363
58740.492516 -1.497937
58740.496093 -1.492941
58740.511939 -1.511288
58740.534417 -1.526024
58740.541980 -1.534353
58740.545671 -1.527786
58740.553175 -1.533458
58740.556924 -1.528745
58740.560104 -1.530628
58740.566619 -1.535407
58740.593448 -1.483352
58740.600643 -1.485808
58740.604625 -1.475766
58740.608324 -1.483352
58740.616073 -1.477156
58740.627890 -1.473347
58740.631982 -1.470140
58740.640245 -1.454494
58740.664436 -1.444485
58740.671954 -1.452712
58740.683229 -1.450342
58740.690654 -1.444048
58740.694365 -1.436805
58740.698026 -1.431547
58740.705637 -1.427925
58740.709289 -1.420928
58740.716671 -1.410118
58740.723989 -1.398506
58740.731736 -1.379010
58740.735819 -1.371389
58740.744085 -1.365486
58740.752523 -1.346714
58740.756691 -1.337783
58740.765174 -1.326064
58740.769317 -1.321641
58741.345474 -1.280134
58741.350661 -1.284836
58741.355394 -1.284534
58741.360442 -1.286363
58741.413588 -1.181487
58741.420698 -1.170251
58741.434802 -1.106420
58741.438172 -1.089712
58741.441559 -1.075631
58741.446901 -1.067735
58741.452436 -1.060458
58741.464911 -1.034248
58741.473724 -1.018147
58741.483916 -0.987783
58741.490165 -0.962342
58741.493293 -0.947175
58741.496448 -0.935795
58741.499667 -0.923613
58741.502906 -0.915240
58741.506164 -0.903112
58741.509486 -0.877926
58741.523538 -0.831697
58741.526873 -0.805849
58741.530382 -0.793745
58741.537086 -0.759301
58741.540406 -0.745736
58741.546958 -0.719919
58741.556950 -0.676326
58741.574064 -0.600266
58741.577495 -0.589920
58741.584265 -0.561102
58741.590873 -0.530175
58741.597516 -0.506918
58741.600958 -0.494710
58741.610786 -0.462953
58741.613874 -0.446263
58741.623828 -0.423797
58741.636588 -0.371789
58741.646598 -0.336949
58741.656666 -0.305072
58741.660063 -0.286380
58741.670322 -0.277518
58741.677128 -0.247478
58741.680480 -0.238608
58741.687398 -0.219319
58741.690936 -0.211139
58741.694469 -0.200988
58741.697775 -0.187527
58741.701061 -0.173551
58741.704327 -0.163222
58741.714162 -0.118182
58741.717730 -0.105492
58741.721387 -0.093281
58741.728703 -0.070079
58741.732298 -0.056965
58741.735888 -0.037479
58741.739472 -0.023715
58741.746446 -0.040458
58742.391394 0.004192
58742.407428 0.018125
58742.417449 -0.003684
58742.431858 -0.009233
58742.439094 -0.016312
58743.380755 -0.299793
58743.393539 -0.317315
58743.414977 -0.359767
58743.467639 -0.378392
58743.477502 -0.361075
58744.367490 -0.380895
58744.398797 -0.367346
58744.402615 -0.367921
58744.418002 -0.365695
58744.425777 -0.359997
58744.429637 -0.354740
58744.433569 -0.344578
58744.437481 -0.336242
58744.441375 -0.327175
58744.445298 -0.337451
58744.451092 -0.326795
58744.455457 -0.334176
58744.459781 -0.343561
58744.464064 -0.343674
58744.476323 -0.360735
58744.488485 -0.364294
58744.493164 -0.350210
58744.497004 -0.350464
58744.505109 -0.359717
58744.513035 -0.357523
58744.516846 -0.363673
58744.520665 -0.369113
58744.524494 -0.375016
58744.528333 -0.379948
58744.532092 -0.382978
58744.543343 -0.391864
58744.547060 -0.399134
58744.550782 -0.402242
58744.565506 -0.409960
58744.572365 -0.416363
58744.587669 -0.422163
58744.596682 -0.427948
58744.605822 -0.426871
58744.610516 -0.436347
58744.659840 -0.530549
58744.670556 -0.540283
58744.677426 -0.526495
58745.355574 -0.901686
58745.361375 -0.906125
58745.425757 -1.000866
58745.429301 -1.003006
58745.432865 -1.010268
58745.440121 -1.023205
58745.443767 -1.025251
58745.449981 -1.032813
58745.456158 -1.043231
58745.460122 -1.035484
58745.464057 -1.029144
58745.467984 -1.023759
58745.471941 -1.035782
58745.475890 -1.041759
58745.479831 -1.045636
58745.491332 -1.048530
58745.494938 -1.050369
58745.498554 -1.051050
58745.502179 -1.051831
58745.505814 -1.054461
58745.523557 -1.058048
58745.530644 -1.061949
58745.537824 -1.067256
58745.545035 -1.056645
58745.552060 -1.054164
58745.572910 -1.047174
58745.579905 -1.045658
58745.586865 -1.038272
58745.597532 -1.039822
58745.612244 -1.031782
58745.619714 -1.026823
58745.630582 -1.020444
58745.634035 -1.014753
58745.637778 -1.011659
58745.644973 -1.002874
58745.655673 -0.995859
58745.662737 -0.989664
58745.673707 -0.982449
58745.677140 -0.983878
58745.684329 -0.979796
58745.691871 -0.971440
58745.695624 -0.962473
58745.699373 -0.959205
58745.702732 -0.963216
58745.706083 -0.966668
58745.709407 -0.969806
58745.712667 -0.956549
58745.715893 -0.947990
58745.719083 -0.940820
58745.725408 -0.923088
58745.732220 -0.919254
58745.735652 -0.913389
58745.739053 -0.906863
58745.742422 -0.896645
58745.749114 -0.881674
58745.752750 -0.878407
58755.454933 0.258442
58755.459550 0.233349
58755.497191 0.210531
58755.502865 0.204572
58755.508435 0.196350
58755.527558 0.196022
58755.531909 0.195975
58755.551552 0.154953
58755.559113 0.141493
58755.564155 0.153404
58755.569032 0.161799
58755.588431 0.201224
58755.598153 0.215169
58755.603032 0.220846
58755.607256 0.223013
58755.611506 0.230402
58755.621180 0.230378
58755.626474 0.233867
58755.635133 0.238079
58755.666015 0.277807
58755.678549 0.296316
58755.691122 0.311393
58755.697619 0.317352
58755.707311 0.286540
58755.711880 0.299832
58755.725999 0.343713
58755.742812 0.363342
58755.762259 0.393849
58755.768199 0.395698
58755.774527 0.396840
58756.040265 -0.692670
58756.345412 -0.777029
58756.352036 -0.802991
58756.363876 -0.863731
58756.418907 -0.951985
58756.423205 -0.961280
58756.427515 -0.966720
58756.431920 -0.966967
58756.443368 -0.987287
58756.461958 -1.026914
58756.466343 -1.024638
58756.470685 -1.024608
58756.474989 -1.024744
58756.479259 -1.019848
58756.502030 -1.020978
58756.505602 -1.019791
58756.509297 -1.021042
58756.512999 -1.021805
58756.516706 -1.027875
58756.524317 -1.035856
58756.532304 -1.045821
58756.536325 -1.049135
58756.548787 -1.041051
58756.564887 -1.011310
58756.576899 -1.005382
58756.584853 -1.003805
58756.592761 -0.999377
58756.602086 -1.009178
58756.613775 -1.004880
58756.617362 -1.004602
58756.620808 -1.006049
58756.627363 -1.006771
58756.630581 -1.005962
58756.637387 -1.009635
58756.659661 -1.014748
58756.672439 -1.025542
58756.679040 -1.031119
58756.685611 -1.041340
58756.693011 -1.036929
58756.696606 -1.038448
58756.700105 -1.037815
58756.703502 -1.039093
58756.706772 -1.040923
58756.710014 -1.041373
58756.713225 -1.041722
58756.716403 -1.046139
58756.719526 -1.046977
58756.722807 -1.048014
58756.729885 -1.053135
58756.733579 -1.047903
58756.737266 -1.050078
58756.740944 -1.052555
58756.744465 -1.052072
58756.747965 -1.052147
58756.751442 -1.044210
58758.200689 -1.640132
58758.268770 -1.491700
58758.280929 -1.479240
58758.411759 -1.385682
58758.422914 -1.390613
58758.430828 -1.383400
58758.434183 -1.386507
58758.437570 -1.394548
58758.440987 -1.400846
58758.444429 -1.405324
58758.447984 -1.409791
58758.451664 -1.411050
58758.455456 -1.411463
58758.459352 -1.408227
58758.463341 -1.404528
58758.467417 -1.400343
58758.470736 -1.385133
58758.475807 -1.389934
58758.479973 -1.382456
58758.488142 -1.372540
58758.492097 -1.363599
58758.506283 -1.361637
58758.521540 -1.352028
58758.529577 -1.340506
58758.537614 -1.317593
58758.545683 -1.301666
58758.553837 -1.291746
58758.561966 -1.277423
58758.570192 -1.266335
58758.578302 -1.262520
58758.586471 -1.249818
58758.603077 -1.229657
58758.611325 -1.213917
58758.619574 -1.198598
58758.627906 -1.184994
58758.640441 -1.168748
58758.648482 -1.157204
58758.656109 -1.133335
58758.672372 -1.105305
58758.680460 -1.090076
58758.684878 -1.079598
58758.689331 -1.064397
58758.693821 -1.049314
58758.702845 -1.018678
58758.707268 -1.004761
58758.711616 -0.990764
58758.715882 -0.980052
58758.720057 -0.969383
58758.724130 -0.958846
58758.728019 -0.944056
58758.731914 -0.939348
58758.735817 -0.932725
58758.739698 -0.925100
58758.743851 -0.910321
58758.748118 -0.906193
58758.752430 -0.897717
58759.347939 -0.758796
58759.365868 -0.791718
58759.377550 -0.806978
58759.389246 -0.825913
58759.400901 -0.842835
58759.406369 -0.843971
58759.411844 -0.840498
58759.417325 -0.844134
58759.422811 -0.839652
58759.434966 -0.844800
58759.440415 -0.840655
58759.446049 -0.832918
58759.457608 -0.826688
58759.463218 -0.820966
58759.480326 -0.836496
58759.485930 -0.822989
58759.507606 -0.798201
58759.516990 -0.775434
58759.526774 -0.769920
58759.542416 -0.753283
58759.552516 -0.739929
58759.562733 -0.722090
58759.568019 -0.716935
58759.578064 -0.704089
58759.592972 -0.674936
58759.603131 -0.657184
58759.613251 -0.641547
58759.623333 -0.624841
58759.633333 -0.608826
58759.643295 -0.591159
58759.653256 -0.567453
58759.662653 -0.563531
58759.671972 -0.549169
58759.681516 -0.540315
58759.691000 -0.527611
58759.695938 -0.514821
58759.705690 -0.496174
58759.710494 -0.487425
58759.715071 -0.481792
58759.719573 -0.475707
58759.723993 -0.467847
58759.728302 -0.462379
58759.732505 -0.461968
58759.745377 -0.447783
58759.750311 -0.445800
58759.755635 -0.448059
58759.760933 -0.434097
58759.766201 -0.436399
58760.325382 0.049076
58760.330386 0.041238
58760.409394 -0.169391
58760.412778 -0.180448
58760.416191 -0.185157
58760.435308 -0.213074
58760.458436 -0.239647
58760.461196 -0.241149
58760.464012 -0.240696
58760.466880 -0.242173
58760.469796 -0.244752
58760.472757 -0.245280
58760.475760 -0.246827
58760.478816 -0.244413
58760.481906 -0.240991
58760.490988 -0.233866
58760.496604 -0.227458
58760.499422 -0.225971
58760.502280 -0.224910
58760.505174 -0.224721
