# MJD zeropoint
# subtract zeropoint from all fibre velocities in all orders as a function MJD
58659.507129 10.868207
58659.525363 2.647444
58659.527134 4.077594
58659.528074 5.712702
58659.540090 8.149564
58659.547820 4.116889
58659.568380 23.374472
58659.572047 10.148923
58659.575705 -5.590039
58659.598092 -29.707665
58659.794485 -2.324284
58659.816295 3.249799
58659.818506 5.182421
58659.823701 8.004524
58659.839778 18.800495
58659.841225 19.487377
58659.845998 21.872375
58659.850428 23.235250
58659.861814 16.576886
58686.312224 10.506517
58686.346039 21.027414
58686.354319 -12.109559
58686.368563 -22.361691
58686.382817 -26.172850
58686.398333 -4.450825
58686.431461 -3.946225
58686.456298 -12.282051
58686.458061 -13.476999
58686.460104 -15.444155
58686.476540 -14.694430
58686.491482 -5.934138
58686.506436 2.335741
58686.529459 0.729502
58686.546028 -4.869055
58686.562598 5.799087
58686.582883 -10.047850
58686.584723 -9.160277
58686.586108 -8.651836
58686.628218 8.112486
58686.631693 8.232977
58686.638648 7.160160
58686.642300 5.461214
58686.656978 -2.513109
58686.681512 1.341397
58686.695756 -1.441923
58686.710000 -6.513611
58686.746235 -1.447028
58686.760479 -1.006843
58686.778873 -3.643976
58686.796590 -7.853731
58687.308651 1.316590
58687.352213 42.332575
58687.362203 31.960306
58687.372213 32.945245
58687.384247 26.187289
58687.431207 11.886570
58687.488323 -2.200582
58687.492817 -4.179966
58687.495844 -6.000991
58687.498849 -9.417473
58687.503403 -15.294350
58687.530456 -18.536478
58687.553971 3.273799
58687.587057 6.868675
58687.610561 2.343515
58687.661701 24.363821
58687.663447 22.807692
58687.664613 21.556274
58687.687454 1.568193
58687.710969 -27.517196
58687.734483 -32.056221
58687.760342 -16.873918
58687.768424 -31.336004
58687.776505 -27.732537
58687.821042 9.799040
58687.841100 3.858723
58688.322160 2.897673
58688.353694 12.712255
58688.364477 16.681228
58688.375259 16.984924
58688.388961 29.420068
58688.396843 38.020868
58688.404737 33.638163
58688.415488 27.178748
58688.429742 19.330572
58688.443996 25.538881
58688.465795 5.600185
58688.479012 7.046047
58688.534320 2.826371
58688.549252 17.841820
58688.568136 12.123388
58688.592453 -6.684745
58688.607865 -7.750324
58688.623277 0.385921
58688.638678 11.379919
58688.657185 9.194324
58688.668710 9.339507
58688.684122 3.224058
58688.723789 9.094307
58688.738314 23.795166
58688.752569 25.210574
58688.864253 7.356402
58700.322946 2.087027
58700.333791 1.093795
58700.351364 -8.421012
58700.353884 -7.618955
58700.355415 -7.130262
58700.370133 0.827583
58700.373786 0.147371
58700.377443 -0.065983
58700.391040 1.354605
58700.412865 6.236284
58700.430488 10.876647
58700.445451 10.478908
58700.465638 8.785465
58700.469292 6.747290
58700.472943 3.991533
58700.493741 7.981856
58700.496212 8.053720
58700.502378 9.631604
58700.504322 10.049702
58700.551905 5.711158
58700.563073 0.818165
58700.575128 1.620867
58700.599346 2.773356
58700.615341 -7.288998
58700.616309 -7.394225
58700.617595 -7.655134
58700.618710 -7.899629
58700.622235 -6.925045
58700.629649 -7.601919
58700.632463 -6.923038
58700.694032 8.118645
58700.696416 7.626501
58700.701907 7.994922
58700.703882 7.812619
58700.740296 8.036698
58700.741692 8.426775
58700.744540 10.335358
58700.758594 3.906453
58700.842079 9.847041
58700.844780 8.530296
58700.847610 7.608708
58701.304329 3.488755
58701.307103 2.695430
58701.309734 2.645728
58701.339829 6.706773
58701.399088 60.385564
58701.419704 55.891090
58737.653467 2.675290
58737.661757 -3.206119
58737.672800 -1.347552
58737.680412 7.468814
58737.717882 31.346200
58737.725504 25.997387
58737.744785 37.292116
58737.754274 38.641570
58737.761896 42.168244
58737.779039 42.128161
58737.801896 33.462130
58737.826901 25.208798
58737.842481 27.202929
58738.343800 36.759931
58738.345774 37.150335
58738.347601 38.470799
58738.364468 31.864848
58738.366870 30.714829
58738.370881 27.390886
58738.375817 24.713629
58738.380797 19.067818
58738.385778 13.749394
58738.390759 9.412246
58738.392831 8.379689
58738.405458 -4.527417
58738.413748 -2.758473
58738.432715 -1.761279
58738.443716 0.837050
58738.446000 2.683443
58738.450570 4.061141
58738.455600 8.180234
58738.460630 13.132279
58738.465659 16.446161
58738.469806 18.289973
58738.471881 16.818778
58738.483914 10.850373
58738.491526 12.338397
58738.499149 14.974722
58738.506772 17.008130
58738.526021 21.116197
58738.538812 18.776267
58738.539932 18.389162
58738.541402 18.780487
58738.542851 18.825256
58738.544356 19.149299
58738.569024 36.940816
58738.590536 36.867967
58738.612048 38.178072
58738.640296 33.730879
58738.647918 32.889782
58738.655541 32.100856
58738.669785 8.312634
58738.671860 8.918311
58738.673935 8.643407
58738.711939 42.169414
58738.719551 42.430499
58738.727173 34.063351
58738.736339 23.472752
58738.743951 22.329365
58738.751573 23.176832
58738.766808 16.744172
58738.804087 20.889307
58738.811709 9.172197
58738.827858 17.864280
58738.841339 15.373418
58739.373985 26.456443
58739.375903 26.805167
58739.377822 27.211096
58739.392848 27.587868
58739.394770 26.320101
58739.396691 24.531157
58739.408229 16.877629
58739.410147 18.887356
58739.414895 22.524797
58739.420102 27.840173
58739.422141 29.484628
58739.434704 20.731663
58739.448812 25.952354
58739.450957 24.797884
58739.455020 21.410368
58739.459083 17.009601
58739.461002 14.269930
58739.471920 13.426522
58739.493326 11.092130
58739.495592 12.116857
58739.500124 13.341266
58739.504486 14.621811
58739.509639 13.607464
58739.512965 11.335884
58739.515895 9.394283
58739.519181 6.423199
58739.535948 4.407836
58739.539603 5.978422
58739.543258 7.963228
58739.560005 16.238152
58739.582360 19.308687
58739.613587 21.837197
58739.627841 24.598217
58739.646480 31.228006
58739.663076 46.482618
58739.677340 44.255894
58739.691595 33.377423
58739.712230 31.003027
58739.714000 36.556360
58739.718119 41.801521
58739.726621 44.165310
58739.730276 39.639786
58739.745662 35.070512
58739.766856 21.657966
58739.768908 19.098745
58739.773013 17.138651
58739.777712 21.350366
58739.782412 26.371678
58739.785192 28.775192
58739.799189 37.802539
58739.800599 37.092271
58739.802306 35.936722
58740.333831 23.860029
58740.368107 31.793213
58740.371763 33.260148
58740.375422 34.498612
58740.387325 39.848961
58740.396782 40.304648
58740.432065 -0.360469
58740.434119 1.363559
58740.438231 4.398949
58740.442831 7.004053
58740.446668 6.468004
58740.451489 6.579823
58740.455540 8.862752
58740.460632 10.866567
58740.464737 10.304056
58740.468846 9.983987
58740.472680 14.155737
58740.477226 20.713467
58740.479499 24.475590
58740.500031 34.846683
58740.501950 33.776817
58740.503868 31.567004
58740.534994 0.306783
58740.538647 2.641627
58740.542299 1.987431
58740.557174 3.590059
58740.559093 1.806714
58740.561011 0.453210
58740.580834 12.872407
58740.584274 10.191706
58740.591152 8.856464
58740.594807 6.413911
58740.610438 22.347336
58740.612181 19.616761
58740.616357 13.739110
58740.624711 14.886087
58740.628363 16.616613
58740.642831 23.024791
58740.660313 41.263133
58740.663968 41.108492
58740.667623 40.558882
58740.685965 49.642074
58740.689616 48.039368
58740.693269 48.543576
58740.706887 47.168987
58740.727949 45.915019
58740.744735 49.039251
58740.763559 45.677898
58740.767210 36.009592
58740.770863 28.262025
58740.788225 18.097695
58740.797814 16.608695
58740.800304 17.348146
58740.804711 19.388134
58740.809122 19.238267
58740.811041 19.443877
58740.822745 16.036692
58740.833608 11.081217
58741.262079 24.663515
58741.275042 22.609636
58741.287135 20.500335
58741.359212 23.476230
58741.375955 26.213954
58741.397607 21.558288
58741.399525 22.442161
58741.403359 22.748452
58741.407818 23.543497
58741.412341 24.517045
58741.414916 24.964520
58741.431105 29.664793
58741.449379 41.927834
58741.465072 31.868611
58741.468727 33.953083
58741.472382 32.780442
58741.487273 34.785037
58741.488955 34.492621
58741.491698 33.483454
58741.505266 27.753663
58741.507855 31.510578
58741.513517 28.737853
58741.520337 22.089628
58741.523988 13.622238
58741.538279 23.068189
58741.540198 25.085736
58741.544539 30.000591
58741.550038 35.836517
58741.553040 39.194360
58741.575814 46.698710
58741.579465 48.014489
58741.583118 51.367353
58741.600451 47.400690
58741.601963 47.353889
58741.606981 46.579217
58741.615311 43.157563
58741.618963 41.153004
58741.635303 41.457698
58741.638961 41.238885
58741.642618 40.417605
58741.659276 32.564766
58741.662930 33.681442
58741.666585 36.877817
58741.681215 54.384280
58741.684074 54.470653
58741.689792 54.575631
58741.693447 53.353272
58741.709224 54.198129
58741.712879 52.225101
58741.716534 51.230637
58741.732112 54.454889
58741.735767 50.610608
58741.739422 48.416035
58741.753911 27.121394
58741.755829 26.996570
58741.757748 26.892262
58741.778874 31.816250
58741.780793 32.067712
58741.785318 33.908119
58741.791002 35.213292
58741.797842 39.227984
58741.801497 39.522183
58741.817372 47.831159
58742.309388 42.491951
58742.330549 52.045566
58742.361464 33.152676
58742.389316 18.019794
58742.413534 19.800270
58742.415450 17.987970
58742.419719 17.966611
58742.425148 22.957390
58742.428080 27.254400
58742.441192 48.969053
58742.452923 52.391306
58742.467657 51.350468
58742.481662 33.505085
58742.501268 49.030307
58743.316732 33.978683
58743.327357 41.271012
58743.343145 40.390339
58743.380941 10.854410
58743.384389 13.163900
58743.391285 19.175564
58743.394940 23.999435
58743.411463 34.734879
58743.415116 36.001935
58743.418767 40.255023
58743.441577 39.057762
58743.549360 42.207352
58744.277269 46.004338
58744.322594 43.576541
58744.353091 39.502926
58744.375698 38.328878
58744.379351 39.200102
58744.386657 38.956072
58744.390312 37.653565
58744.407950 50.211900
58744.411607 49.962831
58744.415260 50.837879
58744.431887 48.464556
58744.435542 44.316694
58744.439196 42.262410
58744.455096 53.085351
58744.457332 56.464091
58744.464736 65.210708
58744.471350 72.050354
58744.475005 74.775376
58744.491574 56.846360
58744.495229 56.565224
58744.498884 55.736156
58744.515192 38.243885
58744.518844 35.202847
58744.522497 31.551848
58744.539447 18.374771
58744.543098 16.438277
58744.546751 15.391234
58744.559087 23.883555
58744.582015 42.236595
58744.593178 39.312909
58744.607081 38.671754
58744.619721 43.626923
58744.631409 47.403833
58744.652100 46.740153
58744.755408 41.893541
58744.758168 41.661611
58744.760622 41.421266
58745.257349 15.504856
58745.270856 21.596884
58745.367776 15.445113
58745.379646 5.821950
58745.387268 0.130351
58745.397049 17.353944
58745.404671 7.589945
58745.413587 7.841831
58745.421210 9.156610
58745.428832 6.952653
58745.440547 11.560485
58745.453027 10.435376
58745.462825 9.086035
58745.470448 13.541327
58745.480595 0.406157
58745.488217 -0.554436
58745.495839 -1.781560
58745.506705 2.629640
58745.509079 2.424389
58745.511303 1.996264
58745.521449 11.353776
58745.529083 18.492201
58745.537894 17.604813
58745.545526 20.551385
58745.553149 24.657171
58745.578599 14.896237
58745.589720 9.525617
58745.598573 9.454984
58745.606196 1.697759
58745.613818 -3.195004
58745.625514 -2.531243
58745.627123 -2.199130
58745.628518 -2.179389
58745.639574 -6.624368
58745.647207 -6.699047
58745.654830 4.277898
58745.666690 13.193084
58745.676759 15.769351
58745.692875 20.696030
58745.694952 19.436292
58745.699481 19.500499
58745.701743 20.107385
58745.712004 20.218433
58745.719627 14.873904
58745.729605 23.772215
58745.737228 24.578830
58745.744861 26.608325
58745.752484 23.996849
58745.763724 27.745484
58745.765799 29.884357
58745.770450 30.762974
58745.772775 34.738610
58745.783224 26.897369
58745.795101 11.669503
58745.797176 9.262801
58745.799251 5.274714
58745.809629 4.097502
58745.820651 9.445194
58755.296490 -7.027898
58755.313884 -10.061524
58755.368685 11.589717
58755.467873 12.953158
58755.475495 12.408131
58755.483107 20.234672
58755.499147 19.864476
58755.500188 20.029674
58755.501428 20.262893
58755.511971 16.476917
58755.519582 17.873460
58755.530312 23.779630
58755.537935 15.206589
58755.545547 11.802215
58755.582356 2.495872
58755.589968 4.237866
58755.606788 15.407801
58755.614400 9.833875
58755.622022 8.655497
58755.633780 9.912141
58755.634988 11.647525
58755.636207 11.987616
58755.637518 13.398411
58755.638981 15.740117
58755.649384 5.392649
58755.688064 22.235284
58755.698596 24.595771
58755.706218 27.401028
58755.722828 19.295063
58755.730451 14.422305
58755.740170 19.791998
58755.747792 13.030042
58755.759168 11.287789
58755.782985 14.392991
58755.790597 18.785326
58755.838750 14.754296
58755.850419 17.178746
58756.040265 13.501688
58756.255487 -26.309494
58756.264713 -21.443969
58756.278127 6.214143
58756.372533 12.024643
58756.374989 6.417282
58756.376558 3.004919
58756.387523 -11.138800
58756.395135 -27.794577
58756.402757 -25.361163
58756.411652 -5.874518
58756.419264 6.036827
58756.426887 6.775310
58756.434509 9.967920
58756.442121 15.377674
58756.452497 15.102468
58756.475364 12.177001
58756.486732 6.284521
58756.488874 7.001901
58756.494137 7.090330
58756.505051 4.701816
58756.514447 14.487408
58756.522058 25.810857
58756.530953 26.852682
58756.542038 17.525089
58756.553133 13.905103
58756.564217 20.082878
58756.575969 19.142425
58756.583581 14.031096
58756.591203 16.165242
58756.598815 13.406861
58756.608548 6.681280
58756.609913 4.607909
58756.610618 3.939283
58756.622986 -3.980569
58756.630598 1.318917
58756.642340 14.494485
58756.649962 29.121189
58756.657574 39.772315
58756.668670 38.934416
58756.694780 4.175291
58756.697721 6.579157
58756.703602 11.094053
58756.706542 13.703478
58756.720307 24.256771
58756.723247 21.119665
58756.729132 17.992092
58756.735121 18.180445
58756.741109 25.212179
58756.747616 30.150696
58756.755648 32.028146
58756.758309 29.189781
58756.760709 26.314262
58756.768940 11.007903
58756.771881 7.056621
58756.787747 -2.778498
58756.792157 -11.561663
58756.796906 -20.268389
58756.798462 -23.099364
58756.810153 -27.551838
58758.177456 7.498228
58758.195545 6.295197
58758.214877 7.941853
58758.359546 -6.815462
58758.361170 -7.487383
58758.363481 -10.351855
58758.365978 -13.931134
58758.367296 -15.378332
58758.368620 -16.929141
58758.379859 -31.086285
58758.387482 -23.824023
58758.395104 -18.953352
58758.402717 -7.986227
58758.412560 27.345904
58758.420172 50.231025
58758.435407 95.686568
58758.469203 92.046795
58758.476825 50.489607
58758.485595 44.777284
58758.493217 25.054692
58758.505108 4.981100
58758.506844 -4.422739
58758.510440 -22.533990
58758.521413 -75.991942
58758.529025 -68.045458
58758.536648 -54.112530
58758.544260 -53.308846
58758.554636 -36.081477
58758.565730 -18.592422
58758.576814 0.897290
58758.587899 11.844415
58758.598993 18.708273
58758.610078 22.163411
58758.623018 19.145629
58758.630641 29.885235
58758.638264 35.857696
58758.647440 34.497866
58758.649710 37.950422
58758.651288 39.858589
58758.661863 45.130903
58758.669474 49.515326
58758.677639 53.811953
58758.685251 50.872724
58758.694115 35.568337
58758.705199 46.263540
58758.716294 50.917054
58758.727379 63.040512
58758.738473 55.489542
58758.750925 43.705389
58758.758536 32.119781
58758.766159 23.964286
58758.773771 12.162891
58758.787624 -3.958976
58758.791754 -2.640253
58758.796077 1.112767
58758.797672 1.351234
58758.799423 2.909213
58758.806814 8.463522
58758.809725 9.728187
58759.268356 -5.344717
58759.297480 12.107315
58759.319493 12.849997
58759.339623 31.235718
58759.365476 -5.587645
58759.384712 18.944560
58759.392323 23.446550
58759.409424 31.721031
58759.420519 19.888342
58759.431604 18.541778
58759.442689 1.743241
58759.453783 -4.374986
58759.464868 -11.528790
58759.477276 -7.840979
58759.488361 4.533738
58759.499456 -1.959109
58759.513929 -4.868780
58759.526817 -3.213290
58759.537902 9.403885
58759.548997 17.845278
58759.560081 29.263568
58759.571176 36.954381
58759.586912 27.427257
58759.598006 13.212273
58759.609091 7.555457
58759.620561 -1.302042
58759.631646 6.590931
58759.647928 18.367116
58759.649237 15.962114
58759.651323 14.246801
58759.665567 10.717306
58759.676651 5.904925
58759.687736 27.251771
58759.698820 35.958256
58759.711813 32.105443
58759.722908 35.459203
58759.733992 27.174445
58759.747454 32.783961
58759.757391 38.349997
58759.767339 32.245754
58759.777277 24.153759
58759.787204 5.427494
58759.801834 -1.476385
58759.803964 1.404407
58759.805856 3.205702
58759.821119 9.444192
58759.830299 8.594440
58760.229770 2.362118
58760.243362 6.411926
58760.358176 39.620984
58760.360752 35.739435
58760.362142 35.561633
58760.372814 24.422847
58760.380426 17.008279
58760.401469 -5.359678
58760.411240 -4.763372
58760.418862 -7.139372
58760.426474 -4.948473
58760.434618 5.347297
58760.442240 0.788357
58760.450728 -3.429754
58760.458340 -7.601467
58760.465953 0.802353
58760.473576 0.448149
58760.481188 6.170562
58760.492836 3.442726
58760.494017 2.099551
58760.497104 -1.664591
58760.507527 4.565696
58760.515150 2.434271
58760.527303 8.419773
58760.528312 7.417791
58760.531046 5.436964
58760.538587 -1.965736
58760.544830 -5.289648
58760.551347 -6.889303
58760.554425 -6.386644
58760.565380 -2.150813
58760.573002 -7.106546
58760.580624 -4.306251
58760.588236 9.769614
58760.595859 15.660913
58760.604108 4.633515
58760.611719 6.930054
58760.623008 6.535610
58760.634681 12.832603
58760.642293 14.681573
58760.649905 27.011586
58760.657527 18.001911
58760.673836 16.759452
58760.681448 13.647558
58760.760797 6.605817
58760.769018 8.910933
58760.777966 8.478539
58761.100369 9.318159
58761.293580 10.619443
58761.321407 10.629378
58761.330964 15.245459
58761.339934 17.005709
58761.360747 -7.927705
58761.363103 -13.656857
58761.367251 -19.351257
58761.369190 -21.746431
58761.384403 -13.109376
58761.431294 11.259966
58761.433880 8.763451
58761.436210 5.455941
58761.446810 12.908423
58761.521281 6.626596
58761.523667 8.513048
58761.527868 9.945454
58761.535586 11.974874
58761.538727 11.484656
58761.541870 12.577253
58761.548502 14.543076
58761.550681 16.897184
58761.560692 8.348850
58761.568314 13.291289
58761.576281 14.691276
58761.587521 24.562842
58761.598616 27.826170
58761.610754 25.658038
58761.618376 19.826453
58761.625999 28.204449
58761.633611 28.612786
58761.643308 27.696670
58761.654402 25.153119
58761.665497 28.955450
58761.676582 17.561832
58761.693931 15.585555
58761.735036 4.598793
58762.187602 9.899034
58762.203424 6.749644
58762.211416 20.503263
58762.346378 25.245614
58762.349005 24.096510
58762.351391 23.013786
58762.365264 19.133657
58762.376175 1.597123
58762.394943 4.250218
58762.405850 10.180759
58762.413619 9.162364
58762.421251 13.189098
58762.428863 10.680487
58762.443191 6.208844
58762.445107 7.120389
58762.448780 9.654966
58762.475720 14.676576
58762.486962 9.932835
58762.499980 7.000386
58762.502898 7.005229
58762.505392 9.246727
58762.516356 10.745999
58762.523968 8.200616
58762.531591 7.089542
58762.543694 6.911709
58762.545240 7.352929
58762.547840 7.624114
58762.559035 9.259550
58762.587461 5.864674
58762.595073 5.838335
58762.605406 5.030044
58762.613028 10.406131
58762.620651 9.134283
58762.631735 7.077770
58762.646041 8.837755
58762.648106 8.284426
58762.652700 7.303932
58762.663987 9.972044
58762.673132 6.565720
58762.684227 0.338640
58762.695311 -2.373957
58762.711290 13.510101
58762.727021 15.770478
58762.738116 15.762014
58762.749200 20.234768
58762.762307 18.645873
58762.769919 18.204328
58762.779512 16.133663
58762.801765 12.177715
58763.329484 9.349625
58763.341004 9.116236
58763.350126 12.682774
58763.367888 10.652558
58763.380895 8.714934
58763.450296 0.428166
58763.544189 10.454215
58763.640014 0.172734
58763.700524 18.110954
58764.349553 12.660114
58764.362013 9.265433
58764.377473 7.445711
58764.466431 -24.704129
58764.502706 -11.492670
58764.511402 -5.887465
58764.519024 0.076727
58764.526636 2.139927
58764.535322 -2.806436
58764.546418 -1.292812
58764.557502 -1.811023
58764.571836 4.464134
58764.573674 5.945344
58764.579944 11.742416
58764.585104 11.930967
58764.587142 11.961359
58764.597898 -14.159400
58764.605510 -12.377703
58764.615698 -10.068815
58764.626084 -4.133400
58764.633696 3.447268
58764.645343 6.018109
58764.658453 -3.148448
58764.659138 -3.842474
58764.660125 -4.796778
58764.660854 -5.105694
58764.663167 -7.062552
58764.678128 -6.984764
58764.689223 -1.420250
58764.701141 17.265115
58764.715761 21.047339
58764.718465 22.210781
58764.723852 28.255755
58764.729845 27.999047
58764.732830 29.729738
58764.746897 3.576288
58764.759400 4.805988
58764.767013 0.416982
58764.779001 -2.218313
58764.780740 -1.736893
58764.782058 -1.496534
58764.785187 -2.090617
58764.786732 -1.332626
58764.788314 -1.086731
58765.353493 -1.116532
58765.356168 0.495219
58765.361545 3.905398
58765.363891 5.675270
58765.373886 12.534569
58765.383009 16.742327
58765.390632 28.635694
58765.398630 34.557236
58765.409308 29.686761
58765.420403 28.496869
58765.431488 21.426892
58765.442582 11.781631
58765.453677 1.895315
58765.464762 4.428606
58765.478182 0.454207
58765.485794 -6.964655
58765.493406 -7.577133
58765.504715 -4.811790
58765.506241 -2.973783
58765.508426 -1.938973
58765.523531 7.630276
58765.534626 7.852477
58765.545710 17.938096
58765.556806 19.332782
58765.570173 18.992285
58765.577921 20.311804
58765.585544 17.099561
58765.593156 7.475606
58765.602134 1.933222
58765.613218 8.186349
58765.624313 1.172469
58765.639307 4.860830
58765.640706 4.543806
58765.642776 3.701822
58765.657400 2.573259
58765.668484 5.430400
58765.679568 8.251217
58765.692624 20.820830
58765.703718 18.770714
58765.714803 23.132649
58765.725899 27.632059
58765.736983 24.430947
58765.751222 19.275588
58765.753955 15.513041
58765.756357 13.406435
58765.767035 9.007131
58765.798700 -0.926668
58765.802242 -1.237855
58765.805886 -2.797813
58766.359024 16.933313
58766.376626 9.826035
58766.378669 9.544685
58766.380537 10.296023
58766.417566 5.977461
58766.450663 5.966955
58766.508972 17.149204
58766.511348 17.919252
58766.513078 18.433753
58766.712324 7.331297
58766.713629 6.661233
58766.714846 6.039875
58766.790158 -4.978277
58766.802423 -6.609974
58766.813810 -6.782782
58768.223204 2.808040
58768.239242 5.624134
58768.702973 0.415896
58768.751284 -1.501394
58768.806862 -5.075756
58769.315537 4.290721
58769.434409 3.637951
58769.442021 4.851992
58769.465389 7.207987
58769.537683 7.007166
58769.545295 9.739675
58769.734742 64.252965
58769.742354 65.764367
58769.749977 69.727847
58769.767568 42.038108
58769.775180 16.080755
58769.804179 -8.578762
58770.357831 9.468330
58770.370828 8.864195
58770.378440 8.796538
58770.386053 13.345698
58770.398440 17.328188
58770.406063 14.145785
58770.413664 3.179817
58770.426907 9.383125
58770.434518 15.716592
58770.442141 15.585367
58770.451286 10.824881
58770.458898 13.560850
58770.483402 4.878831
58770.495384 -2.714278
58770.502996 1.113177
58770.513694 -3.097008
58770.521306 0.741939
58770.528929 0.379524
58770.543278 4.451726
58770.550890 11.406143
58770.558502 9.142088
58770.568179 7.384890
58770.575790 11.027804
58770.583403 14.538146
58770.592235 9.336417
58770.599847 -1.665687
58770.607470 -5.854500
58770.618418 -11.124122
58770.626031 -5.505908
58770.633653 -7.197519
58770.643393 -13.232993
58770.651004 -10.984870
58770.658627 -9.423431
58770.680754 -4.096552
58770.706677 2.445201
58770.714289 10.040203
58770.727240 15.348637
58770.734862 12.386858
58770.742474 8.532654
58770.754289 -16.492725
58770.761911 -11.234338
58770.769534 -4.583687
58770.781587 -1.940869
58771.192149 0.673055
58771.312953 -0.133944
58771.324422 -1.578757
58771.344026 3.422524
58771.465689 7.906136
58771.601791 -17.397272
58771.602799 -17.347772
58771.603961 -17.919595
58771.614456 -15.146918
58771.622078 -15.837418
58771.629701 -8.339635
58771.645300 5.535887
58771.704225 28.596714
58771.711847 30.948019
58771.719908 27.028468
58771.739667 21.088614
58771.747290 13.528893
58771.756132 0.552819
58771.763756 -0.490732
58771.772422 -10.702226
58771.780055 -29.071155
58771.793770 -24.053029
58771.806829 -4.721303
58771.817020 -10.865540
58772.288083 26.397347
58772.346854 -19.886163
58772.360358 -20.757787
58772.533943 18.312640
58772.543046 11.694673
58772.551044 4.817079
58772.558667 1.359869
58772.568312 -12.565212
58772.575935 3.330100
58772.583558 -19.440868
58772.592494 -16.523504
58772.600117 -19.405413
58772.608865 -10.185490
58772.619161 2.500532
58772.643109 39.745012
58772.650731 56.650952
58772.658354 51.376736
58772.665976 47.019978
58772.674401 27.780783
58772.682024 10.960378
58772.727362 9.948264
58772.758113 -6.468924
58772.765735 -10.137426
58772.780852 -4.563446
58772.783004 -4.587875
58772.785143 -4.961524
58773.213418 0.952063
58773.261810 12.516911
58773.313609 8.365263
58773.375459 -2.313113
58773.386345 -6.819017
58773.393968 13.346891
58773.401600 0.792990
58773.418618 11.798472
58773.426241 8.088312
58773.435417 28.504931
58773.450662 5.278580
58773.466449 -4.216997
58773.474072 -1.744514
58773.499540 -7.929857
58773.500619 -7.747374
58773.501833 -6.744937
58773.512571 -11.796673
58773.520193 -4.217843
58773.530871 2.304174
58773.538504 7.831796
58773.546127 10.540497
58773.553749 12.626699
58773.561372 11.330557
58773.577254 19.160706
58773.584865 28.498489
58773.593635 19.933868
58773.601257 25.885063
58773.616496 43.207546
58773.631560 33.431636
58773.642654 35.703234
58773.653760 37.856207
58773.666293 22.165631
58773.673916 2.938506
58773.694583 -16.759175
58773.702206 -18.690956
58773.709828 -19.907809
58773.718900 -10.768570
58773.726523 -10.120188
58773.734156 3.095065
58773.743593 30.199085
58773.751215 41.295298
58773.758837 63.217764
58773.766888 42.765289
58773.790440 38.540412
58773.809958 36.725838
58774.238222 50.497561
58774.289314 -26.452257
58774.301919 -36.187409
58774.370073 13.650688
58774.379305 19.426299
58774.386927 19.549212
58774.395906 10.805197
58774.403540 5.503971
58774.412090 3.174163
58774.419712 4.003627
58774.429014 13.438069
58774.436637 14.808069
58774.444259 14.737148
58774.456643 11.755864
58774.460015 12.756785
58774.464284 12.189241
58774.465952 12.589520
58774.475333 11.497319
58774.482955 8.461594
58774.492465 5.618603
58774.500077 1.279919
58774.507710 3.570432
58774.517783 -6.023468
58774.528878 1.247812
58774.539973 8.788167
58774.551068 7.421170
58774.563623 4.796226
58774.571245 8.237090
58774.580349 -2.069754
58774.589025 -1.729590
58774.601244 5.003275
58774.602431 4.963324
58774.603745 4.911071
58774.605106 4.269251
58774.606504 5.269608
58774.616626 9.102862
58774.624238 4.798154
58774.631871 -3.021934
58774.640171 -8.783712
58774.647793 -4.892511
58774.657136 -2.858976
58774.664759 -0.464775
58774.674300 -2.032125
58774.681933 -1.725247
58774.691381 -8.084971
58774.699003 0.552052
58774.708878 3.344789
58774.716501 -5.527793
58774.724123 -2.025643
58774.732840 3.174579
58774.740463 14.838591
58774.750328 6.029347
58774.757950 3.784087
58774.766397 5.747385
58774.774019 7.241125
58777.356560 19.511784
58777.372168 7.298630
58777.386641 2.783282
58777.394264 4.716341
58777.404128 -2.170520
58777.411740 -4.757510
58777.419363 -12.335726
58777.428842 -11.486915
58777.436475 2.665663
58777.444963 6.886183
58777.452586 9.136998
58777.461543 5.767079
58777.469166 7.770546
58777.476788 1.628050
58777.488453 1.010388
58777.491086 1.107261
58777.492224 1.460837
58777.493495 1.640177
58777.494760 1.538729
58777.505537 7.750435
58777.513159 6.765972
58777.522418 -8.169967
58777.530051 -4.867194
58777.538352 -1.565545
58777.545974 7.655160
58777.554494 -0.432539
58777.562116 -3.322894
58777.569739 -2.999545
58777.577361 -2.611433
58777.586944 -8.639325
58777.594566 -7.695308
58777.602189 -2.726020
58777.609822 -1.451858
58777.624349 -2.038467
58777.626040 -1.834464
58777.627470 -1.207680
58777.630496 -0.801266
58777.632205 -0.953453
58777.633558 -0.328719
58777.643993 -3.612149
58777.652606 -12.737315
58777.660229 -8.439562
58777.669770 16.967582
58777.677392 18.587708
58777.686183 32.689758
58777.693805 37.868379
58777.704264 48.702967
58777.711876 43.026444
58777.719509 49.057329
58777.727131 44.830013
58777.734754 37.803332
58777.744118 22.233676
58777.751740 15.434600
58777.759363 5.655379
58777.767507 -0.044856
58777.775129 -5.822138
58777.787570 -15.597251
58777.789872 -18.830617
58777.792088 -21.798407
58778.223804 -6.990720
58778.277318 17.892419
58778.285517 18.961954
58778.373314 -29.982722
58778.383474 -32.718660
58778.391128 -24.600462
58778.400898 2.181399
58778.408562 9.891213
58778.416206 17.810070
58778.425966 23.049252
58778.433620 22.548140
58778.442691 24.632187
58778.450345 28.053806
58778.458447 15.675037
58778.466080 13.505253
