# MJD zeropoint
# subtract zeropoint from all fibre velocities in all orders as a function MJD
58385.403150 16.025392
58385.405197 16.019332
58385.406718 16.422130
58385.409001 16.092968
58385.431325 13.394828
58385.433326 12.061142
58385.437330 9.595155
58385.439259 9.135670
58385.456169 53.981599
58385.463935 2.515035
58385.471840 -7.107007
58385.479421 54.197962
58385.495185 80.652279
58385.506645 23.716934
58385.545127 1.702526
58385.557461 -12.969279
58385.558802 -14.810605
58385.560575 -19.511654
58385.595567 -14.661720
58385.631591 -11.502210
58385.632641 -10.466782
58385.633706 -10.320903
58385.634772 -10.360952
58385.636898 -9.191543
58385.639096 -8.693916
58385.641291 -8.160373
58385.643500 -7.724625
58385.644610 -7.957884
58385.645727 -7.631159
58385.646866 -6.888638
58385.722578 20.578733
58386.305931 19.399482
58386.361875 -2.322666
58386.379734 4.340638
58386.400833 11.168110
58386.412106 14.345558
58386.462577 7.536195
58386.464659 6.906197
58386.471231 4.243760
58386.474641 3.546597
58386.486123 -4.197149
58386.503090 8.462070
58386.510741 4.675266
58386.521748 8.986744
58386.539427 10.652159
58386.549074 4.169102
58386.556609 5.063619
58386.572581 8.432994
58386.610700 6.171321
58386.612959 5.226445
58386.617392 5.484578
58386.619537 5.396229
58386.711939 6.046578
58386.750537 11.465586
58387.163716 4.441262
58387.361810 5.243317
58387.363360 5.424405
58387.370907 6.534817
58387.373108 7.482851
58387.388588 7.684825
58387.403102 10.734368
58387.422731 6.041708
58387.430266 1.822475
58387.438183 2.973207
58387.451100 2.612933
58387.453461 1.130657
58387.457388 3.590078
58387.462265 6.882458
58387.467450 10.125662
58387.472600 11.277343
58387.477728 9.878934
58387.479722 10.870545
58387.496782 6.337195
58387.514780 3.494850
58387.526053 8.810556
58387.538889 6.009190
58387.553657 14.644205
58387.568079 15.722356
58387.582639 15.574643
58387.604398 17.646044
58387.619086 13.813523
58387.638738 10.127740
58387.652986 -0.241423
58387.667361 2.300571
58387.682072 11.716959
58387.696516 11.460592
58387.711852 22.391908
58387.721991 13.586216
58387.724406 11.355383
58387.725781 9.802583
58387.741574 11.622304
58387.745316 9.331740
58387.749062 7.796480
58387.764005 11.063861
58387.780926 7.626614
58387.794766 10.648954
58437.219876 20.235167
58437.223682 18.522650
58437.226007 19.045753
58437.353944 30.052456
58437.355854 27.811693
58437.357911 28.854905
58437.430681 1.519120
58437.483976 17.502449
58437.496604 23.254425
58437.510838 15.841935
58437.518794 23.692850
58437.561881 24.482705
58437.569482 29.158881
58437.582131 25.395719
58437.600609 -14.758216
58437.610588 1.821490
58437.619211 5.222568
58437.629931 2.892032
58437.651703 -3.790271
58437.655332 -8.029680
58437.658909 -16.656020
58437.673445 12.348551
58437.675798 15.849197
58437.677340 19.404679
58437.723326 45.635855
58437.727012 52.674088
58437.730698 58.574395
58437.744891 58.792689
58438.193531 61.854454
58438.221664 41.641252
58438.231078 45.823651
58438.292185 3.114022
58438.295537 3.270515
58438.298595 2.464047
58438.397440 8.274219
58438.399137 9.319295
58438.400407 8.182529
58438.403312 9.586193
58438.404781 10.403293
58438.409697 9.725914
58438.418218 12.877972
58438.421903 11.246700
58438.441465 55.707323
58438.449536 48.616671
58438.470183 36.911420
58438.480850 12.357245
58438.492450 0.957736
58438.509557 -24.012966
58438.520031 -13.366523
58438.534869 -8.353311
58438.538552 -0.869635
58438.542236 8.196608
58438.565808 16.275613
58438.569491 22.005042
58438.573175 22.241520
58438.594283 27.809550
58438.596571 24.560137
58438.601987 21.234743
58438.618886 25.659577
58438.621328 18.184373
58438.622652 17.237737
58438.644787 31.670956
58438.648469 27.481197
58438.652154 21.227814
58438.669260 44.171109
58438.672946 39.833508
58438.676633 39.488227
58438.693932 42.611566
58438.748468 21.685945
58439.179384 4.957412
58439.199823 21.115424
58439.229150 27.477158
58439.374222 4.260008
58439.398351 23.994877
58439.399949 28.414507
58439.401202 32.342969
58439.406100 38.674969
58439.407348 41.555145
58439.408943 40.970298
58439.410610 33.530340
58439.415330 7.913715
58439.430262 20.284220
58439.433946 25.505828
58439.437629 42.018056
58439.451753 29.529787
58439.461315 9.777852
58439.478406 -5.405588
58439.488583 -10.605527
58439.503761 -15.565593
58439.514162 2.962927
58439.527937 1.250926
58439.576886 13.959104
58439.591619 22.066501
58439.607495 14.872332
58439.611181 10.199564
58439.614868 6.071099
58439.629388 4.329961
58439.642425 -1.380447
58439.643610 -0.374426
58439.647413 3.051060
58439.656906 10.823762
58439.660592 13.907803
58439.693381 14.885788
58439.702547 8.322423
58439.720712 6.594666
58439.732380 6.902490
58439.744340 -9.994669
58440.216795 18.629709
58440.401089 28.622931
58440.402565 22.290404
58440.403737 19.323824
58440.404733 16.400685
58440.406100 14.399703
58440.408587 13.219801
58440.409783 10.055422
58440.415127 13.964799
58440.423783 23.196687
58440.427468 21.187662
58440.452416 32.051130
58440.469047 15.036880
58440.484486 15.870909
58440.492525 18.409669
58440.508135 10.019920
58440.590949 4.588972
58440.675335 37.729088
58441.316794 21.751843
58441.319080 23.634321
58441.321626 25.716018
58441.409982 20.640179
58441.436340 15.011831
58441.454442 32.851711
58441.469383 33.501740
58441.470737 30.612944
58441.473209 19.852978
58441.504631 -6.822406
58441.508315 -2.764509
58441.511998 1.415288
58441.533523 0.271558
58441.535135 1.823814
58441.539511 -0.100515
58441.555626 10.382248
58441.559312 9.335536
58441.562998 7.585900
58441.578869 29.740111
58441.594833 37.545290
58441.598519 39.543410
58441.602206 42.111146
58441.618503 27.860722
58441.691127 -3.226008
58441.703848 -5.075164
58441.715105 -2.689300
58441.732997 4.514801
58441.735231 3.150227
58441.740792 4.491139
58441.743165 5.287297
58444.512357 25.859148
58444.534412 17.420215
58444.550431 13.096444
58444.579594 8.951886
58444.618823 6.402634
58444.633317 7.067914
58444.649005 11.430323
58444.672214 11.290923
58444.702103 13.942103
58445.391994 9.097813
58445.558073 10.847015
58445.562137 13.834453
58445.569495 16.083493
58445.570479 15.800975
58445.572765 15.213878
58445.573670 13.615255
58445.575707 11.381277
58445.577744 8.677092
58445.579780 6.568748
58445.583851 6.719217
58445.585887 5.155550
58445.587922 3.795049
58445.589958 4.788928
58445.590863 3.940688
58445.592673 7.202431
58445.594483 9.304864
58445.596294 9.899600
58445.598105 11.962120
58445.599915 11.746544
58445.601726 12.324536
58445.603537 14.512681
58445.605348 15.659933
58445.607158 17.411188
58445.608969 16.178180
58445.610780 16.211711
58445.612589 17.124049
58445.614400 15.805008
58445.616211 15.029900
58445.617116 16.058830
58445.618022 14.769607
58445.620129 11.875802
58445.623327 9.758179
58445.627668 6.547179
58445.629940 7.304225
58445.630959 7.275282
58445.634107 8.578068
58445.636003 11.101120
58445.637901 12.919804
58445.639799 16.396822
58445.640705 16.667300
58445.642515 17.531980
58445.643421 17.484257
58445.645463 18.890916
58445.647506 20.859539
58445.649549 21.280407
58445.653630 19.263838
58445.655671 18.197582
58445.657711 17.787297
58445.658847 17.639023
58445.660998 16.125828
58445.663149 16.537120
58445.669604 19.098597
58445.671757 18.647720
58445.673909 19.511259
58445.674815 18.615906
58445.675721 17.615006
58445.677532 18.195450
58445.679343 17.476214
58445.681154 17.850265
58445.682965 16.319626
58445.684775 16.183712
58445.686586 15.524457
58445.688398 15.391307
58445.690209 16.366700
58445.692019 16.716402
58445.692925 17.182637
58445.693831 16.987936
58445.696032 15.090412
58445.698235 15.680325
58445.703804 14.303053
58445.705074 12.938267
58445.707934 10.953260
58445.709173 10.785406
58445.714649 13.606985
58445.715852 12.715799
58445.717173 12.757479
58445.718876 12.160546
58445.729302 10.579095
58445.731909 9.236111
58445.732813 9.248157
58445.752901 8.978090
58445.754190 9.457701
58445.755509 8.500032
58445.757954 8.980381
58445.760481 9.412649
58445.762102 8.522112
58447.370743 24.112813
58447.373807 19.276012
58447.376684 16.761129
58447.402532 10.965611
58447.403109 8.401767
58447.403682 6.494645
58447.404251 5.067973
58447.405017 4.356087
58447.406379 2.721040
58447.407741 1.007446
58447.409055 -1.020672
58447.411988 -7.353229
58447.412732 -8.385656
58447.413530 -8.220016
58447.414408 -8.129629
58447.417352 -9.480676
58447.427046 -13.732237
58447.434415 -14.512860
58447.441784 -5.666128
58447.449149 2.367194
58447.452830 9.154283
58447.469243 30.149305
58447.471565 30.455996
58447.476205 33.411424
58447.480790 27.520951
58447.485374 20.981679
58447.489959 15.177659
58447.494544 12.608277
58447.499128 14.705882
58447.503716 10.595330
58447.508300 11.503925
58447.512889 10.675113
58447.517473 9.351444
58447.522061 7.192649
58447.526646 4.621012
58447.531231 10.153279
58447.535815 11.626098
58447.540400 10.966055
58447.544988 11.560450
58447.549576 6.871337
58447.554164 9.956076
58447.558749 5.701631
58447.561041 9.135164
58447.577277 5.989987
58447.579569 11.275491
58447.584154 13.936069
58447.588738 17.358390
58447.593323 12.730589
58447.597907 10.314462
58447.602492 8.626991
58447.607077 10.468834
58447.611662 10.610644
58447.616250 8.966233
58447.620834 6.514347
58447.625419 9.408726
58447.630003 12.016202
58447.634588 11.371897
58447.639172 8.828797
58447.641463 5.101790
58447.660487 9.260882
58447.661394 9.202879
58447.662301 8.486692
58447.663206 10.158965
58447.664112 10.156784
58447.665924 11.636652
58447.666831 12.624179
58447.668819 13.198391
58447.670808 12.919396
58447.672797 13.720661
58447.676772 17.074342
58447.678761 16.867493
58447.680750 16.463677
58447.682738 17.570463
58447.683644 17.607201
58447.685456 18.712299
58447.687268 19.313898
58447.689079 18.717315
58447.690891 17.876033
58447.692703 17.203153
58447.694514 14.553440
58447.696325 14.809039
58447.698137 14.404712
58447.699949 13.540176
58447.701760 12.358983
58447.703571 12.217256
58447.705383 10.672321
58447.707195 10.088125
58447.709006 10.092129
58447.710818 11.612739
58447.712630 11.902339
58447.714442 11.883282
58447.716253 10.141531
58447.718065 9.682591
58447.719877 6.215777
58447.721688 7.150094
58447.723499 7.566503
58447.725311 5.480905
58447.727123 4.825283
58447.728934 3.963999
58447.730745 2.244453
58447.732557 3.164178
58447.734369 2.377197
58447.736180 4.710326
58447.737992 5.067708
58447.739804 4.888932
58447.741616 6.266264
58447.743427 6.937988
58447.745239 7.406786
58447.747050 7.490755
58447.748861 9.287223
58447.749766 9.988357
58447.751803 9.430838
58447.753840 8.340439
58447.755876 8.101957
58447.759950 8.401385
58447.761986 8.788992
58447.763085 9.934967
58447.764249 8.442416
58447.765154 9.238508
58447.781956 2.765580
58448.341676 24.796191
58448.352198 15.611650
58448.361889 7.207601
58448.377249 25.191964
58448.405511 -4.896074
58448.406073 -4.874199
58448.406635 -4.955012
58448.407195 -4.968778
58448.408692 -4.517606
58448.409290 -4.421186
58448.409899 -4.750351
58448.414922 -5.664059
58448.424301 -2.859199
58448.431663 -3.951787
58448.439584 1.431876
58448.442223 0.466688
58448.507812 -2.027040
58448.612184 5.894785
58448.613089 6.400405
58448.613995 6.634294
58448.614899 6.117412
58448.615804 6.299364
58448.617615 6.360225
58448.619426 5.183864
58448.621237 4.523933
58448.623048 5.339385
58448.624859 5.329562
58448.626670 4.919450
58448.628481 4.922636
58448.630293 5.396698
58448.632105 6.204179
58448.633916 6.170361
58448.635727 6.917902
58448.637539 5.855346
58448.638445 5.231810
58448.640438 4.807466
58448.642431 2.148353
58448.644423 1.461807
58448.647425 -2.546891
58448.649484 -3.666693
58448.651543 -4.395980
58448.653634 -4.803032
58448.656458 -4.041068
58448.658334 -2.566412
58448.660209 -4.002408
58448.661170 -3.469237
58448.662104 -3.905208
58448.663048 -4.403411
58506.525286 5.312935
58506.537616 53.169685
58506.611656 40.698206
58506.639637 35.031261
58506.650760 22.309975
58506.712167 15.919830
58506.724820 5.695296
58506.740483 10.718922
58506.742294 11.090962
58506.743604 11.348775
58506.745725 10.247119
58506.747036 11.197774
58506.748849 11.582779
58507.404486 33.092202
58507.418184 37.805740
58507.430331 33.475150
58507.449533 28.040731
58507.468079 27.921653
58507.472087 23.297767
58507.473908 21.864828
58507.476244 24.936211
58507.481906 32.232079
58507.501504 27.598271
58507.517797 19.088449
58507.536248 18.195458
58507.615727 37.343783
58507.635189 27.409248
58507.662395 29.233945
58507.674886 18.093251
58507.697733 18.653111
58507.721487 31.512899
58507.745115 54.674098
58507.777103 34.868519
58508.271937 22.568600
58508.275269 30.287613
58508.278279 39.160237
58508.402188 27.437202
58508.439647 30.229688
58508.493219 48.157553
58508.504032 54.340302
58508.530507 57.382080
58508.538880 30.074881
58508.553348 18.795439
58508.569185 23.789961
58508.572451 25.387887
58508.575298 28.815009
58508.590340 22.544067
58508.592898 23.720354
58508.598394 23.223931
58508.601701 25.710794
58508.618464 42.537657
58508.629308 44.919500
58508.645997 35.118786
58508.671367 27.409296
58508.689672 27.128477
58508.707540 20.519803
58508.724927 15.169702
58508.757440 27.993601
58508.759411 28.632385
58508.763349 30.938435
58508.765297 32.983725
58508.788224 32.436710
58509.405235 22.549551
58509.425519 20.830999
58509.426380 21.151888
58509.427740 22.519261
58509.429017 22.429162
58509.432340 23.522166
58509.438230 26.845268
58509.456681 27.757487
58509.460949 28.794062
58509.465514 26.377978
58509.466576 26.072192
58509.467900 25.789563
58509.470509 26.367612
58509.476630 29.898788
58509.501254 23.359103
58509.519362 6.661167
58509.542557 18.122962
58509.560654 25.543185
58509.577140 32.306384
58509.587150 28.576452
58509.610726 31.240544
58509.623948 31.986615
58509.634793 32.815292
58509.658526 38.643298
58509.691341 24.703244
58509.707514 24.107745
58509.716576 13.330348
58509.731310 8.196540
58509.741581 14.211076
58509.761956 26.545799
58509.764397 29.202492
58509.769775 31.716056
58509.771731 30.573762
58510.349872 31.449408
58510.359611 25.135845
58510.407225 14.722202
58510.429307 25.261666
58510.462215 8.400765
58510.484323 28.040401
58510.496724 32.663074
58510.532887 26.479528
58510.586900 7.061658
58510.613762 12.915664
58510.639387 23.575609
58510.655425 31.704113
58510.670106 38.357579
58510.689775 39.347687
58510.712446 27.363906
58510.725912 7.948485
58510.758633 11.687836
58510.760583 11.143371
58510.762533 10.199079
58511.332341 22.983544
58511.434358 -1.428574
58511.446757 -5.494222
58511.450868 -6.015018
58511.455332 -2.818790
58511.456377 -3.370350
58511.457655 -3.209060
58511.460253 -1.747629
58511.466329 -3.258057
58511.502940 34.309430
58511.515014 36.591675
58511.524303 35.066311
58511.558940 35.645601
58511.570811 30.178271
58511.579279 20.002405
58511.590613 7.323613
58511.594297 5.376069
58511.597980 5.444872
58511.614455 11.465965
58511.626973 11.230481
58511.636775 12.143677
58511.650571 19.207053
58511.669945 17.848453
58511.673625 19.318379
58511.677306 20.066987
58511.698099 15.491969
58511.701784 17.031082
58511.705466 18.719143
58511.722651 21.081272
58511.726337 21.468264
58511.730023 22.046882
58511.743145 22.602721
58511.755127 17.196214
58511.775236 23.455587
58515.272242 26.064638
58515.413431 33.555574
58515.445142 26.926940
58515.467683 24.995329
58515.514115 25.642053
58515.535043 23.401717
58515.538231 26.202451
58515.541612 26.750764
58515.555945 33.091514
58515.573520 19.453320
58515.581299 23.720764
58515.592968 24.038794
58515.600476 22.846133
58515.614981 35.221949
58515.626108 34.508814
58515.639715 50.654809
58515.650956 41.718905
58515.682061 25.520561
58515.734918 31.069081
58515.736435 32.168999
58515.737953 35.187461
58515.748766 42.945306
58515.761831 42.185817
58515.763781 37.597529
58515.765731 32.503129
58515.781817 33.529453
58516.409262 49.404742
58516.431894 37.121944
58516.440663 32.688801
58516.456430 11.441640
58516.475580 23.334366
58516.493322 36.137748
58516.514610 31.511402
58516.532884 44.720527
58516.535345 45.504726
58516.540128 45.181564
58516.544164 47.168142
58516.548060 45.447020
58516.553156 44.454828
58516.555706 41.227805
58516.670340 33.685337
58516.682133 34.337138
58516.697806 22.391993
58516.700739 21.201291
58516.706777 20.979422
58516.713972 22.641813
58516.717655 24.552776
58516.735361 33.384946
58516.739043 31.550764
58516.742728 31.626515
58516.758400 19.434398
58516.760434 21.495073
58516.764500 23.879954
58516.766450 24.248104
58516.781884 30.822083
58517.588966 -0.648109
58517.591157 1.185130
58517.596117 3.068299
58517.600234 2.565969
58517.605222 10.758543
58517.610794 17.068000
58517.614190 26.731033
58517.636473 39.115220
58517.655029 47.091298
58517.671645 46.914642
58517.687573 50.235244
58517.698845 57.324438
58517.713474 45.466321
58517.724914 41.302081
58517.743699 29.327849
58517.760631 31.569920
58517.762552 30.969651
58517.768897 30.822118
58517.774594 26.810956
58517.776688 26.024993
58581.494972 -1.693108
58581.511270 -6.423283
58581.522010 1.677034
58581.735343 -7.439750
58581.750083 -13.254491
58582.348996 9.027067
58582.366084 31.134663
58582.496010 -0.457077
58582.519879 -6.223156
58582.534384 -9.873440
58582.545280 -12.743705
58582.560223 -21.653089
58582.567846 -22.479024
58582.585911 -29.952612
58582.605249 -33.072635
58582.628180 -35.987369
58582.639076 -40.501942
58582.656230 -43.541042
58582.658204 -42.060379
58582.660177 -41.044462
58582.674024 -25.965777
58582.700114 2.671598
58582.703824 3.108591
58582.707533 3.653016
58582.723519 2.126146
58582.725538 0.598776
58582.729532 3.452327
58582.733529 6.667407
58582.738002 8.498375
58582.742663 6.665358
58582.747033 6.859244
58582.752038 5.930941
58582.754300 6.880862
58582.775781 3.850678
58582.791188 -1.023594
58582.807950 -1.637517
58582.835681 -15.635015
58582.844243 -8.083947
58583.293752 -21.344771
58583.345387 2.195180
58583.363537 -0.511300
58583.376467 -1.157170
58583.379046 -0.878207
58583.384758 -0.295821
58583.391626 1.823351
58583.395337 2.895167
58583.418163 12.155254
58583.441547 8.919423
58583.445256 2.884057
58583.448967 -0.442968
58583.468268 -14.952577
58583.483477 -13.372971
58583.494373 -13.728061
58583.505271 -16.098688
58583.516167 -17.082911
58583.527064 -12.352757
58583.537971 -11.254224
58583.548868 -10.521524
58583.559754 -7.346326
58583.570651 -6.332417
58583.581548 -6.806646
58583.592444 -14.289853
58583.603331 -19.772537
58583.614228 -20.958145
58583.625135 -4.258298
58583.636031 -5.055148
58583.646929 5.215577
58583.657815 10.474477
58583.668712 12.014497
58583.679619 -6.765227
58583.701402 2.173677
58583.712288 7.654666
58583.723185 19.704255
58583.734071 18.402227
58583.744968 12.939865
58583.755865 6.998548
58583.766762 -1.064534
58583.811922 -25.068912
58584.330879 -15.286330
58584.374519 8.291016
58584.377262 10.391984
58584.383136 14.300205
58584.390171 18.938171
58584.393884 21.110296
58584.410129 11.953834
58584.413838 4.345171
58584.417548 -6.550803
58584.434029 -12.310566
58584.444926 -15.397828
58584.455822 -10.263134
58584.471776 -15.639948
58584.475489 -15.199522
58584.479201 -15.374650
58584.495979 -7.219427
58584.499691 -5.836180
58584.503403 -5.060818
58584.522553 -6.202938
58584.526264 -6.363964
58584.529972 -6.849806
58584.547835 -4.961972
58584.551547 -4.906453
58584.555259 -4.753346
58584.572511 4.512280
58584.575898 5.659316
58584.582676 7.427534
58584.586390 8.407447
58584.605238 8.212872
58584.607212 8.323141
58584.609185 9.080302
58584.652794 -1.302591
58584.654770 0.868055
58584.656746 3.073716
58584.672632 2.909556
58584.690057 -1.388010
58584.715374 16.795778
58584.736068 2.880526
58584.738041 1.191352
58584.740015 -0.202482
58584.760161 -14.363304
58584.770881 -1.165349
58584.772855 -0.021158
58584.774827 0.411725
58584.786855 5.220581
58584.788830 2.443031
58584.790802 1.420681
58584.806047 -2.280860
58584.820165 -5.428370
58585.382528 19.674251
58585.386241 18.156026
58585.389953 16.737221
58585.426929 -29.160812
58585.430644 -29.228754
58585.434358 -28.890107
58585.506365 -8.770666
58585.510077 -9.180540
58585.513789 -8.424270
58585.536271 -0.391406
58585.539983 4.735854
58585.543695 9.713214
58585.561921 14.300404
58585.626339 -23.216144
58585.628315 -23.792974
58585.632267 -24.266688
58585.636219 -26.000330
58585.638195 -26.527177
58585.670853 5.901865
58585.685685 7.849554
58585.686797 8.687723
58585.687869 8.812442
58585.688833 9.584484
58585.691517 10.592540
58585.701131 -0.733683
58585.716418 6.165454
58585.718403 5.236161
58585.722327 2.067661
58585.726321 -1.609046
58585.728296 -4.102357
58585.748942 -11.342835
58585.750376 -12.905322
58585.751508 -17.311805
58585.765574 -15.415153
58585.776471 -15.574346
58585.787368 -5.948394
58585.798265 -4.270356
58585.809162 -15.574033
58585.823130 -7.580342
58585.833297 -3.023837
58586.287872 -8.166822
58586.355735 6.482082
58586.371183 -4.290329
58586.374893 -6.720485
58586.378602 -9.759421
58586.395984 -0.982135
58586.399693 2.288617
58586.403404 7.582040
58586.422236 -3.323117
58586.424212 -2.614118
58586.428428 0.662662
58586.433802 4.491698
58586.440329 8.136461
58586.444040 7.953121
58586.457736 14.435819
58586.557057 17.584790
58586.568663 15.674178
58586.572375 16.512141
58586.579796 15.957378
58586.587217 15.615130
58586.590926 14.328663
58586.606911 -0.508166
58586.608885 -1.243458
58586.610858 -4.890814
58586.633663 -18.188222
58586.635639 -16.040584
58586.640658 -14.602216
58586.645832 -9.484100
58586.647912 -8.730365
58586.661485 -19.756637
58586.663449 -19.280670
58586.668429 -18.176497
58586.673289 -17.373409
58586.675263 -17.133729
58586.688871 -11.569929
58586.690845 -12.388528
58586.692817 -13.675560
58586.707598 -0.727925
58586.709573 -0.793326
58586.714408 -2.320211
58586.719246 -7.313566
58586.724081 -9.928405
58586.726055 -10.975794
58586.751675 -17.900599
58586.769282 -10.343402
58586.786236 -3.121669
58586.788759 -3.975263
58586.791821 -4.506039
58587.268581 -1.080955
58587.424734 -3.199796
58587.446882 1.405462
58587.512958 -5.667779
58587.533010 -5.743391
58587.536719 -5.916201
58587.544140 -8.296598
58587.547849 -8.779678
58587.614343 -8.232990
58587.614642 -8.216225
58587.615174 -8.169328
58587.615490 -7.837803
58587.619006 -6.956363
58587.627000 -6.150629
58587.633573 -6.916597
58587.637569 -6.423105
58587.638696 -6.807564
58587.639951 -6.697043
58587.641910 -6.072651
58587.652691 -6.774535
58587.655079 -6.510266
58587.656495 -6.728502
58587.677421 -5.855775
58587.690450 -3.527912
58587.710315 -0.370416
58587.711370 -0.149788
58587.712379 0.112563
58587.713794 0.360002
58587.716402 0.748638
58587.718033 1.270381
58587.733067 -7.026576
58587.734911 -7.535956
58587.738443 -9.191530
58587.742418 -10.144757
58587.752330 -3.618350
58587.760014 -7.529871
58587.785901 -18.569001
58588.316635 12.153999
58588.319020 10.383828
58588.321077 8.906499
58588.380368 7.579411
58588.384078 3.084737
58588.387787 -0.593396
58588.413053 -27.608752
58588.416762 -22.216734
58588.420473 -16.264055
58588.439690 -12.847870
58588.441945 -8.381969
58588.446453 2.550406
58588.448429 9.530263
58588.464049 10.872776
58588.467760 12.571243
58588.471468 12.242158
58588.491478 13.481789
58588.495187 14.379941
58588.498898 14.865740
58588.523157 -4.622827
58588.526869 -6.824195
58588.530581 -8.763418
58588.552458 2.629104
58588.556170 0.051570
58588.559883 -0.722795
58588.574502 -15.925365
58588.587727 -17.230045
58588.603626 -12.718845
58588.644979 -0.162721
58588.645771 -0.048473
58588.647136 0.702578
58588.650905 2.250613
58588.656116 3.130611
58588.657246 3.407044
58588.658591 3.961050
58588.659964 3.963933
58588.666750 3.954353
58588.673842 3.658673
58588.677412 3.181729
58588.678518 2.974105
58588.679980 2.109482
58588.687870 1.391920
58588.693855 -2.207327
58588.699860 -3.173894
58588.701290 -4.612088
58588.702506 -4.974025
58588.706638 -5.286639
58588.712789 -9.065501
58588.718532 -8.575351
58588.722573 -8.484288
58588.723817 -7.551990
58588.726458 -5.989996
58588.727409 -5.733620
58588.730042 -4.655388
58588.749033 -7.578582
58588.752472 -4.824957
58588.756061 -4.956274
58588.773699 0.184509
58588.777411 1.447051
58588.784836 3.549258
58588.792256 2.718376
