# m MJD offset
# Subtract offset as function of MJD in each order m. Missing m means no calibration available
73 58447.752967 0.746122
73 58447.754700 0.787647
73 58447.758666 0.891625
73 58447.760523 0.902148
73 58447.762517 0.964744
73 58447.768441 1.069019
73 58448.357957 3.402750
73 58448.409228 2.709610
73 58448.412656 3.021354
73 58448.419176 3.026535
73 58448.435811 3.948627
73 58448.507766 5.639224
73 58448.623628 3.706617
73 58448.627851 3.587954
73 58448.630817 3.639653
73 58448.633849 3.544304
73 58448.638292 3.662987
73 58448.640938 3.602824
73 58448.653400 3.833481
73 58506.611656 -34.345365
73 58506.650720 -25.602294
73 58506.717333 -27.564140
73 58506.726708 -27.450180
73 58506.733657 -27.579952
73 58506.737850 -27.775113
73 58506.741370 -27.676420
73 58506.744493 -27.672831
73 58507.401383 -22.038614
73 58507.430331 -25.369549
73 58507.477494 -27.158806
73 58507.481281 -27.505675
73 58507.485897 -27.944432
73 58507.488257 -28.235450
73 58507.496435 -29.246195
73 58507.536794 -29.582904
73 58507.635961 -29.789344
73 58507.671195 -31.860736
73 58507.713549 -32.656165
73 58507.730217 -32.975957
73 58507.738832 -33.360114
73 58508.274281 -22.966134
73 58508.402188 -22.618793
73 58508.440116 -25.565270
73 58508.496859 -25.809364
73 58508.548722 -24.476162
73 58508.561128 -24.189748
73 58508.575661 -24.301500
73 58508.587567 -24.816632
73 58508.603679 -25.508127
73 58508.612076 -25.678449
73 58508.684707 -26.492552
73 58508.696934 -27.112659
73 58508.708602 -27.482772
73 58508.713556 -27.783471
73 58508.772550 -26.840869
73 58508.777307 -26.481082
73 58508.782875 -26.382841
73 58509.422293 -22.328899
73 58509.435420 -21.935323
73 58509.439788 -21.944127
73 58509.447281 -21.585461
73 58509.452890 -21.432380
73 58509.461150 -20.979213
73 58509.464904 -20.879938
73 58509.519362 -20.702540
73 58509.552468 -21.265278
73 58509.614155 -23.066545
73 58509.619986 -23.166549
73 58509.634439 -23.421046
73 58509.646434 -23.930485
73 58509.699301 -21.435318
73 58509.711935 -21.462609
73 58509.718357 -21.410123
73 58509.723654 -21.314753
73 58509.744198 -20.168782
73 58509.761100 -19.993480
73 58509.767193 -19.681757
73 58510.353642 -15.350427
73 58510.418341 -19.162329
73 58510.469878 -21.498966
73 58510.480979 -22.080985
73 58510.492692 -23.158788
73 58510.532962 -22.143919
73 58510.587051 -22.406935
73 58510.593998 -22.705570
73 58510.606217 -23.982430
73 58510.622111 -25.775545
73 58510.636463 -26.578749
73 58510.645717 -26.682875
73 58510.718671 -23.435649
73 58510.760583 -22.525007
73 58511.338546 -19.612011
73 58511.450058 -22.306146
73 58511.453372 -22.527146
73 58511.458652 -23.099298
73 58511.515171 -22.385860
73 58511.588902 -25.164907
73 58511.596409 -25.473684
73 58511.620998 -25.992954
73 58511.632885 -26.083920
73 58511.650828 -25.949615
73 58511.663523 -25.913316
73 58511.671308 -25.431627
73 58511.699198 -24.791383
73 58511.714096 -24.449328
73 58511.719902 -24.218682
73 58511.726232 -24.272561
73 58511.738546 -24.233899
73 58511.766590 -24.242065
73 58511.771773 -24.451386
73 58515.272008 29.117660
73 58515.413431 29.885562
73 58515.457636 29.504642
73 58515.528000 29.165647
73 58515.535203 28.908458
73 58515.549166 28.757099
73 58515.561558 28.510549
73 58515.650956 27.777798
73 58515.741395 28.469831
73 58515.751527 28.505313
73 58515.757530 28.591762
73 58516.436262 30.871292
73 58516.489641 30.259519
73 58516.540589 29.287965
73 58516.543885 29.153099
73 58516.547502 29.082369
73 58516.705541 28.767728
73 58516.712146 28.696527
73 58516.731345 28.410345
73 58516.739427 28.394242
73 58517.596162 29.918398
73 58517.602258 29.661765
73 58517.616833 29.360810
73 58517.625630 29.016957
73 58517.667488 28.791093
73 58517.678199 28.730744
73 58517.695967 28.894407
73 58517.712475 29.034462
73 58517.728544 29.072941
73 58517.749220 29.089164
73 58517.757279 29.079375
73 58581.503436 7.538435
73 58581.518292 6.554608
73 58581.520774 6.370460
73 58581.742391 5.874516
73 58582.366084 10.303604
73 58582.506028 16.997957
73 58582.591332 0.948536
73 58582.595777 0.891877
73 58582.607236 1.223296
73 58582.628851 3.494989
73 58582.646666 4.454701
73 58582.657313 4.094838
73 58582.664676 3.703715
73 58582.713625 1.558386
73 58582.719601 1.431928
73 58582.731458 -0.468259
73 58582.780878 5.419359
73 58582.788972 5.537964
73 58582.801767 5.560754
73 58583.293752 0.194600
73 58583.403273 -1.482071
73 58583.416388 -1.682240
73 58583.424452 -1.811275
73 58583.515952 -1.924229
73 58583.521519 -1.995224
73 58583.526815 -1.931454
73 58583.537957 -1.958688
73 58583.549153 -2.175945
73 58583.559761 -2.476778
73 58583.570475 -2.321832
73 58583.581077 -2.330924
73 58583.592454 -1.771578
73 58583.603563 -1.701643
73 58583.614392 -1.737040
73 58583.619634 -1.824287
73 58583.624857 -1.861537
73 58583.712238 1.946261
73 58583.717795 2.455602
73 58583.726917 2.871087
73 58583.736007 3.401348
73 58583.744942 3.669837
73 58583.749195 3.802746
73 58583.753029 3.766030
73 58584.380373 -1.546033
73 58584.444889 -1.804303
73 58584.450678 -2.137350
73 58584.455621 -2.375496
73 58584.469989 -2.659997
73 58584.479044 -2.642482
73 58584.487443 -3.359531
73 58584.495895 -3.692268
73 58584.504410 -3.858555
73 58584.517114 -4.650157
73 58584.526051 -5.071506
73 58584.534782 -4.593987
73 58584.542731 -4.568385
73 58584.555579 -4.215190
73 58584.563877 -3.946323
73 58584.571581 -3.817607
73 58584.584194 -3.497505
73 58584.591216 -3.131172
73 58584.598672 -3.025798
73 58584.602800 -2.818160
73 58584.662128 -2.701142
73 58584.669135 -3.356196
73 58584.681273 -4.551942
73 58584.729070 -0.603563
73 58584.732445 -0.478521
73 58584.738143 -0.013579
73 58584.780878 3.287379
73 58584.787201 3.437944
73 58584.799456 3.602140
73 58584.810031 3.554048
73 58585.386189 -10.134959
73 58585.430863 -9.742909
73 58585.509938 -9.372021
73 58585.517317 -9.723522
73 58585.524979 -9.735819
73 58585.560326 -11.798250
73 58585.634311 -6.401203
73 58585.682707 -9.068081
73 58585.686440 -8.608443
73 58585.690894 -8.002051
73 58585.698823 -7.227110
73 58585.710156 -6.006089
73 58585.715601 -5.650409
73 58585.728696 -6.036102
73 58585.741110 -7.216033
73 58585.787336 -4.289381
73 58586.366092 22.914061
73 58586.374994 22.822060
73 58586.379255 22.582903
73 58586.387786 22.395853
73 58586.391130 22.421735
73 58586.401871 22.265645
73 58586.430548 22.339743
73 58586.443715 22.230065
73 58586.449068 22.044305
73 58586.564951 19.821503
73 58586.608574 19.713902
73 58586.616778 19.911991
73 58586.623100 19.942518
73 58586.667720 20.993871
73 58586.676932 20.782708
73 58586.697869 20.725496
73 58586.710079 21.010718
73 58586.715484 21.236100
73 58586.760122 22.012269
73 58586.769794 21.618069
73 58586.782304 21.220091
73 58586.791265 20.990245
73 58587.440092 20.099083
73 58587.521201 19.431645
73 58587.617540 20.826237
73 58587.620580 20.587235
73 58587.624848 20.173088
73 58587.629864 19.959311
73 58587.633981 19.825781
73 58587.636095 19.690133
73 58587.644431 19.171870
73 58587.652057 19.160984
73 58587.654177 19.071881
73 58587.677365 19.240027
73 58587.695638 18.943550
73 58587.697964 18.854859
73 58587.709605 18.744644
73 58587.717741 18.586055
73 58587.723620 18.476926
73 58587.732612 18.395401
73 58587.736820 18.462049
73 58588.384120 17.428113
73 58588.442014 15.987530
73 58588.450729 15.697971
73 58588.462928 15.764657
73 58588.479890 15.997733
73 58588.498252 16.479933
73 58588.510861 16.323909
73 58588.516192 16.274800
73 58588.605509 16.026242
73 58588.652974 14.780779
73 58588.665078 14.486820
73 58588.676253 14.207149
73 58588.690922 14.243398
73 58588.712779 14.617245
73 58588.723278 14.940748
73 58588.731039 15.208003
73 58588.788530 14.662126
73 58607.184325 21.272383
73 58607.386932 23.644520
73 58607.390617 23.729768
73 58607.393807 23.909917
73 58607.432004 24.213702
73 58607.476927 22.842912
73 58607.485694 23.067202
73 58607.492382 23.195403
73 58607.553579 23.096691
73 58607.663441 22.714929
73 58607.675335 22.333518
73 58607.684745 21.939939
73 58607.780973 22.413163
73 58607.785928 22.088044
73 58607.790075 22.092331
73 58608.362647 21.386063
73 58608.366513 21.257743
73 58608.370549 21.125451
73 58608.413085 20.972301
73 58608.422001 21.178520
73 58608.438350 21.488569
73 58608.449071 21.734408
73 58608.495468 20.488854
73 58608.547316 22.032139
73 58608.592524 20.153689
73 58608.645661 20.560281
73 58608.662108 20.584784
73 58608.679638 20.391266
73 58608.689616 20.115907
73 58608.694377 19.960055
73 58608.701942 19.609999
73 58608.716416 19.017834
73 58608.741491 18.682886
73 58608.748625 18.534138
73 58608.755734 19.198587
73 58608.780316 20.021894
73 58608.794908 20.297365
73 58608.808914 20.537220
73 58608.830481 21.885261
73 58608.838165 22.686434
73 58609.245343 19.324267
73 58609.348846 21.018065
73 58609.354717 21.343928
73 58609.360017 21.947157
73 58609.365456 22.407237
73 58609.384412 23.186586
73 58609.394086 23.657761
73 58609.441756 20.623120
73 58609.505031 19.729523
73 58609.512072 19.882307
73 58609.532773 20.564489
73 58609.544692 20.995936
73 58609.561936 21.179623
73 58609.576127 21.229681
73 58609.697803 19.313333
73 58609.703843 19.407402
73 58609.718471 19.171315
73 58609.745922 19.877149
73 58609.753935 19.939504
73 58609.762047 20.020872
73 58609.787504 20.147883
73 58609.801064 20.254929
73 58609.818635 20.208345
73 58609.829209 20.224614
73 58610.340942 19.669940
73 58610.385068 17.878628
73 58610.391089 18.219432
73 58610.408348 19.024316
73 58610.428722 20.152390
73 58610.439377 20.318192
73 58610.444263 20.435202
73 58610.461802 20.478708
73 58610.471020 20.387438
73 58610.479660 20.614127
73 58610.483703 20.726979
73 58610.487672 20.650445
73 58610.564773 18.949943
73 58610.573517 18.610957
73 58610.596367 18.345107
73 58610.604038 17.957262
73 58610.657963 17.878065
73 58610.710352 17.389047
73 58610.774768 18.723348
73 58610.816759 17.474825
73 58610.852850 20.085352
73 58614.350075 21.684763
73 58614.356087 21.943064
73 58614.380840 22.932694
73 58614.403716 24.617532
73 58614.410439 25.071137
73 58614.414760 24.999745
73 58614.433097 25.123796
73 58614.447410 24.530808
73 58614.555869 22.524133
73 58614.589198 23.332544
73 58614.596294 23.229058
73 58614.611943 23.184100
73 58614.621221 23.181364
73 58614.652356 23.507579
73 58614.683096 21.720075
73 58614.721980 22.115467
73 58614.758543 22.358519
73 58614.848723 24.856199
73 58615.298284 21.888784
73 58615.360690 20.342596
73 58615.365275 20.652145
73 58615.370042 21.177583
73 58615.374890 21.530485
73 58615.390089 22.169858
73 58615.408825 22.886742
73 58615.419312 22.911789
73 58615.424217 22.760582
73 58615.432646 22.726854
73 58615.446676 23.016569
73 58615.473632 22.876979
73 58615.488119 22.857740
73 58615.493584 22.698441
73 58615.499029 22.581154
73 58615.503781 22.537815
73 58615.555057 23.076086
73 58615.595082 19.521867
73 58615.649660 23.538240
73 58615.708898 22.106369
73 58615.714802 21.786795
73 58615.720809 22.019887
73 58615.730653 21.727109
73 58615.741461 22.068537
73 58615.747194 22.261442
73 58615.759233 22.888201
73 58615.777755 22.735911
73 58615.791950 22.899574
73 58615.805331 23.501556
73 58615.826931 25.215707
73 58615.835753 25.739276
73 58615.839617 25.833746
73 58620.577539 23.655171
73 58620.639274 22.967943
73 58620.646005 22.824470
73 58620.652560 22.619826
73 58620.718407 22.118618
73 58620.724585 22.450179
73 58620.735807 23.050826
73 58620.747128 23.609939
73 58620.790846 27.072323
73 58621.277572 26.877084
73 58621.338391 25.895534
73 58621.416113 27.372149
73 58621.421868 26.704986
73 58621.427793 26.152969
73 58621.500759 26.600353
73 58621.609261 28.897749
73 58621.690143 27.545940
73 58621.746178 26.723571
73 58623.388019 24.073548
73 58623.502994 27.303095
73 58624.259335 21.183076
73 58624.416614 26.130138
73 58624.421162 25.795452
73 58624.433352 25.330431
73 58624.457889 25.414849
73 58624.474755 26.467612
73 58624.492247 27.315688
73 58624.507716 28.198740
73 58624.513552 28.197173
73 58624.523819 27.935153
73 58624.529182 28.034423
73 58624.540221 27.717950
73 58624.565482 26.506819
73 58624.572936 26.493397
73 58624.635476 27.086367
73 58624.700747 27.748727
73 58624.710113 27.659088
73 58624.727948 27.195285
73 58624.735134 27.112204
73 58624.827125 28.857781
73 58625.268664 -24.214430
73 58625.334166 -19.880643
73 58625.345588 -19.344067
73 58625.350303 -18.957803
73 58625.395466 -20.205297
73 58625.403327 -20.364461
73 58625.425259 -20.192093
73 58625.434866 -20.285740
73 58625.474952 -19.673160
73 58625.516347 -20.212308
73 58625.525506 -20.454551
73 58625.535636 -20.438458
73 58625.583283 -21.995760
73 58625.628941 -21.314274
73 58625.658966 -19.503327
73 58625.693649 -19.967954
73 58625.736157 -18.315728
73 58625.748901 -18.119022
73 58625.763632 -17.750167
73 58625.781642 -17.065155
73 58625.799898 -16.112467
73 58625.815298 -16.055458
73 58625.836911 -16.499686
73 58625.845791 -17.384230
73 58626.358807 -12.169019
73 58626.408643 -12.361917
73 58626.414906 -12.484177
73 58626.430899 -12.763439
73 58626.446106 -13.415870
73 58626.468296 -13.911425
73 58626.480003 -14.249372
73 58626.485094 -14.173997
73 58626.489353 -14.142857
73 58626.506442 -13.758505
73 58626.530371 -12.719330
73 58626.555439 -12.016649
73 58626.563920 -11.870343
73 58626.625471 -11.613761
73 58626.665723 -11.211460
73 58626.675404 -10.996389
73 58626.688637 -10.163061
73 58626.705645 -9.346028
73 58626.711143 -8.663569
73 58626.760330 -7.982667
73 58626.764761 -7.795944
73 58626.772012 -7.847021
73 58626.777676 -7.888035
73 58626.787906 -7.709065
73 58626.799599 -7.952211
73 58626.843802 -6.999855
73 58627.280342 -5.470764
73 58627.333364 -7.572337
73 58627.393512 -5.250565
73 58627.450198 -5.146432
73 58627.461147 -5.443118
73 58627.483939 -5.448473
73 58627.496348 -5.325413
73 58627.501900 -5.340306
73 58627.507510 -5.151854
73 58627.513006 -5.191261
73 58627.571740 -4.928914
73 58627.616182 -3.937512
73 58627.619672 -3.957746
73 58627.622999 -3.860388
73 58627.702153 -4.180249
73 58627.753671 -4.223584
73 58627.758413 -4.229420
73 58627.762892 -4.143846
73 58627.767515 -4.118570
73 58627.779297 -3.778593
73 58627.799094 -3.075698
73 58627.822358 -3.416761
73 58627.835040 -4.058168
73 58627.839357 -4.384687
73 58628.225647 0.173641
73 58628.345947 -2.677479
73 58628.350065 -2.617455
73 58628.355779 -2.265617
73 58628.361642 -2.085026
73 58628.373804 -1.569489
73 58628.399782 -0.498364
73 58628.407116 -0.363555
73 58628.420433 -1.237521
73 58628.435966 -1.979622
73 58628.440269 -1.941242
73 58628.450808 -2.164874
73 58628.455607 -2.067724
73 58628.460625 -2.025727
73 58628.525645 -3.088522
73 58628.604938 -3.654668
73 58628.610931 -3.340455
73 58628.622019 -2.535430
73 58628.689052 -1.335349
73 58628.697070 -1.036624
73 58628.717793 -1.512449
73 58628.738354 -1.454979
73 58628.753837 -1.690455
73 58628.765043 -1.431594
73 58628.769509 -1.561804
73 58628.777677 -1.668763
73 58628.782095 -1.642537
73 58629.308728 -3.874545
73 58629.354971 -0.017402
73 58629.361754 0.136323
73 58629.368114 0.475611
73 58629.374517 0.777946
73 58629.387873 0.731740
73 58629.408922 1.262797
73 58629.416260 1.061714
73 58629.478827 0.324816
73 58629.485247 -0.226241
73 58629.496384 -0.895111
73 58629.536401 -1.391746
73 58629.545445 -1.049258
73 58629.552361 -0.977333
73 58629.600938 0.580778
73 58629.666885 2.096489
73 58629.725145 2.809254
73 58629.739400 2.339337
73 58629.753256 2.185671
73 58629.758205 2.271906
73 58629.772632 2.260739
73 58629.776992 2.352981
73 58629.788547 2.627996
73 58629.809513 3.061084
73 58629.822028 3.464369
73 58629.828767 3.242912
73 58629.841543 2.949426
73 58630.413805 2.430236
73 58630.419756 2.354730
73 58630.443623 1.794934
73 58630.460028 1.625806
73 58630.473368 1.648149
73 58630.484309 1.845986
73 58630.575479 0.994033
73 58630.626870 1.426612
73 58630.696638 3.476324
73 58630.704394 3.024004
73 58630.726077 2.154970
73 58630.732234 1.915453
73 58630.737213 2.035815
73 58630.750477 2.152412
73 58630.801743 1.819505
73 58630.828856 3.430715
73 58631.336336 3.208395
73 58631.346659 3.773153
73 58631.369897 4.131421
73 58631.379727 4.266887
73 58631.384664 4.007096
73 58631.388471 3.830042
73 58631.395011 3.697860
73 58631.461272 3.504800
73 58631.503171 2.548499
73 58631.581712 4.844963
73 58631.585783 4.790717
73 58631.597954 4.767650
73 58631.615976 4.491551
73 58631.625229 4.423145
73 58631.688326 3.817777
73 58631.700790 3.760512
73 58631.708349 3.807149
73 58631.761443 5.473539
73 58631.797353 3.878390
73 58634.342990 -24.278359
73 58634.602215 -26.178669
73 58634.743393 -22.987259
73 58634.788378 -23.647286
73 58634.795894 -23.307339
73 58634.801526 -23.033413
73 58634.836364 -19.240057
73 58636.400247 -20.845418
73 58636.491602 -22.312122
73 58636.533813 -21.170385
73 58636.537583 -20.823077
73 58636.542690 -20.498235
73 58636.555428 -19.677793
73 58636.565865 -19.114501
73 58636.579666 -18.042906
73 58636.583923 -17.843422
73 58636.596428 -17.410570
73 58636.610485 -16.960455
73 58636.715599 -16.170822
73 58637.267815 5.922408
73 58638.222871 4.282269
73 58638.427033 0.187855
73 58638.433037 -0.616413
73 58638.440921 -1.316539
73 58638.444834 -1.567550
73 58638.455981 -2.682194
73 58638.461316 -2.919358
73 58638.476568 -3.654192
73 58638.480070 -3.881125
73 58638.495447 -4.235115
73 58638.511680 -4.316095
73 58638.518432 -4.789175
73 58638.525249 -5.016807
73 58638.540468 -5.541387
73 58638.564864 -6.063006
73 58638.581681 -5.828765
73 58638.589648 -5.815365
73 58638.642034 -5.570796
73 58638.657665 -5.194430
73 58638.665826 -4.951024
73 58638.671355 -5.000034
73 58638.675851 -5.015127
73 58638.694093 -4.777394
73 58638.703769 -4.932772
73 58638.709068 -4.948589
73 58638.713280 -4.838253
73 58638.718078 -4.756681
73 58638.737286 -4.537055
73 58638.767677 -3.974074
73 58638.776370 -3.919506
73 58638.835602 -6.964649
73 58639.336518 -21.009276
73 58639.343879 -20.844419
73 58639.368751 -20.480609
73 58639.375110 -20.595557
73 58639.379646 -20.828098
73 58639.385009 -20.950238
73 58639.395686 -21.304077
73 58639.404944 -21.281043
73 58639.414227 -21.080207
73 58639.426199 -21.200592
73 58639.431566 -21.149292
73 58639.435380 -21.131584
73 58639.481509 -23.064399
73 58639.520424 -21.999058
73 58639.596668 -24.355424
73 58639.651297 -24.473019
73 58639.768752 -22.915049
73 58639.773494 -22.495772
73 58639.791909 -21.563394
73 58639.804122 -20.347053
73 58639.812049 -20.155081
73 58639.816106 -20.133921
73 58639.832494 -20.594077
73 58639.835867 -20.462835
73 58639.838818 -20.635534
73 58653.303961 -21.684944
73 58653.315549 -20.947854
73 58653.328834 -20.290101
73 58653.335011 -19.778033
73 58653.411179 -20.525208
73 58653.489608 -19.318817
73 58653.549618 -20.450085
73 58653.557660 -20.434294
73 58653.561082 -20.173937
73 58653.569247 -20.219420
73 58653.573275 -19.920939
73 58653.575645 -19.818796
73 58653.584461 -19.148318
73 58653.645876 -18.498291
73 58653.678049 -16.994020
73 58653.731888 -17.103031
73 58653.781985 -17.014576
73 58653.827238 -15.288182
73 58654.342863 -17.839441
73 58654.347157 -17.760311
73 58654.350626 -17.541765
73 58654.396095 -17.200632
73 58654.423675 -18.164123
73 58654.496241 -18.604463
73 58654.544436 -18.449145
73 58654.548861 -18.327771
73 58654.556777 -18.463844
73 58654.616918 -16.213979
73 58654.625339 -16.170313
73 58654.628164 -16.077144
73 58654.639257 -16.206779
73 58654.643313 -16.015402
73 58654.705361 -12.891754
73 58654.713582 -12.513975
73 58654.720326 -12.195059
73 58655.256083 -17.173260
73 58655.371697 -18.388171
73 58655.378965 -18.299117
73 58655.398901 -17.982811
73 58655.496039 -19.861915
73 58655.587656 -20.595555
73 58655.592784 -20.599803
73 58655.597534 -20.459347
73 58655.602693 -20.288145
73 58655.608555 -20.118784
73 58655.663428 -16.884718
73 58655.705249 -16.569466
73 58655.739401 -17.079925
73 58655.819310 -16.765070
73 58655.829676 -17.526241
73 58655.848677 -17.505774
73 58655.854860 -17.660686
73 58656.359850 -18.762594
73 58656.369694 -18.608527
73 58656.388324 -18.744731
73 58656.402469 -19.061324
73 58656.417395 -18.972829
73 58656.445696 -18.025529
73 58656.455264 -17.327512
73 58656.471116 -17.480771
73 58656.495259 -19.195529
73 58656.499016 -19.516102
73 58656.542699 -14.638729
73 58656.683045 -18.533753
73 58656.740916 -14.475840
73 58656.745768 -14.839569
73 58656.762818 -15.579343
73 58656.785837 -16.148495
73 58656.794363 -16.048067
73 58656.850320 -18.918530
73 58657.265754 -18.528031
73 58657.338800 -16.864863
73 58657.392403 -16.417582
73 58657.397088 -17.020238
73 58657.400910 -17.342535
73 58657.411196 -18.083757
73 58657.415447 -18.505106
73 58657.420017 -18.942143
73 58657.489937 -18.381959
73 58657.534521 -19.453786
73 58657.571428 -21.352053
73 58657.603368 -22.554893
73 58658.342031 -18.517293
73 58658.351324 -19.155088
73 58658.367611 -19.335109
73 58658.377603 -20.236127
73 58658.423407 -19.501079
73 58658.433113 -19.859779
73 58658.451665 -20.019117
73 58658.461677 -20.466826
73 58686.354597 -3.569619
73 58686.365120 -3.159018
73 58686.383391 -2.583894
73 58686.389056 -2.380699
73 58686.499709 -3.492072
73 58686.555382 -7.068373
73 58686.568696 -6.488784
73 58686.578705 -6.433677
73 58686.585944 -5.961329
73 58686.649323 -8.856738
73 58686.658959 -8.450076
73 58686.677239 -6.738121
73 58686.695347 -4.889447
73 58686.702798 -3.484441
73 58686.751516 -5.785325
73 58686.759460 -4.636705
73 58686.779017 -3.590326
73 58686.787569 -2.937223
73 58687.361556 -10.451847
73 58687.367235 -10.386251
73 58687.372302 -10.257685
73 58687.431207 -9.100469
73 58687.496231 -14.862571
73 58687.543481 -15.518215
73 58687.600541 -12.492185
73 58687.664132 -13.553494
73 58687.710969 -7.090003
73 58687.769398 -8.384820
73 58687.821042 -11.234353
73 58688.319621 -20.840937
73 58688.375317 -21.109385
73 58688.443996 -20.685462
73 58688.601613 -20.533547
73 58688.608895 -20.613238
73 58688.614955 -20.461991
73 58688.730833 -20.835760
73 58688.738702 -21.014245
73 58688.746000 -20.707131
73 58688.861990 -19.977814
73 58700.354200 18.545788
73 58700.359381 18.769813
73 58700.367539 18.876623
73 58700.423783 20.216110
73 58700.469288 21.641631
73 58700.505427 18.554888
73 58700.558279 20.596195
73 58700.614573 20.516486
73 58700.617795 20.467207
73 58700.622219 20.292984
73 58700.698972 20.024775
73 58700.745868 21.446963
73 58700.839120 21.472032
73 58701.306818 18.794217
73 58701.339835 21.442239
73 58701.409577 19.935795
73 58701.490579 17.370010
73 58701.543990 14.606229
73 58701.550251 14.308776
73 58701.555336 13.873786
73 58701.622366 13.836190
73 58701.672163 15.504817
73 58701.720530 15.005569
73 58701.726121 14.909540
73 58701.731816 14.866488
73 58701.737261 14.918859
73 58701.742945 14.776456
73 58701.806809 14.989255
73 58701.826994 14.324915
73 58701.834305 14.189998
73 58701.836636 14.048549
73 58702.371610 17.757953
73 58702.507804 16.813005
73 58702.551917 17.376245
73 58702.729782 17.791533
73 58702.731147 17.784545
73 58702.732550 17.785117
73 58702.734348 17.844059
73 58702.736240 17.968483
73 58702.744898 17.947333
73 58702.751512 18.032349
73 58702.764263 18.047355
73 58702.836717 19.335947
73 58703.295017 20.927114
73 58703.382188 19.085350
73 58703.389729 19.092579
73 58703.410356 19.256281
73 58703.426503 18.815577
73 58703.435413 18.756148
73 58703.440209 18.501600
73 58703.449030 18.096965
73 58703.453702 18.091526
73 58703.503101 18.092666
73 58703.569913 18.222935
73 58703.667846 20.096558
73 58703.725467 19.982236
73 58703.733191 19.860703
73 58703.757872 19.187695
73 58703.776027 19.449462
73 58703.791763 19.267277
73 58703.808710 19.083997
73 58703.825996 18.704094
73 58703.834434 18.611630
73 58707.354082 10.416912
73 58707.417186 12.062281
73 58707.461716 9.355376
73 58707.465215 9.609706
73 58707.476233 10.093464
73 58707.497374 10.746586
73 58707.501847 10.717833
73 58707.512450 10.374344
73 58707.517388 10.058747
73 58707.522740 9.844094
73 58707.563291 8.236423
73 58707.601544 8.893970
73 58707.610379 8.926438
73 58707.625166 8.958246
73 58707.640554 9.254321
73 58707.647337 9.394436
73 58707.695820 9.203034
73 58707.704261 9.256867
73 58707.720776 9.472932
73 58707.739133 9.592341
73 58707.751743 9.802860
73 58707.757616 9.942387
73 58707.809021 9.931880
73 58707.848600 5.024352
73 58708.341226 1.514442
73 58708.347750 2.066883
73 58708.356253 2.979012
73 58708.397259 2.521337
73 58708.428389 3.026180
73 58708.436759 3.222828
73 58708.457402 3.019286
73 58708.465459 3.008095
73 58708.534558 0.881241
73 58708.571419 1.039297
73 58708.612370 1.883135
73 58708.670645 0.643127
73 58708.708726 1.680785
73 58708.720170 1.578237
73 58708.740899 2.115758
73 58708.752365 2.119372
73 58708.764479 2.488465
73 58708.789899 2.507698
73 58708.797941 2.771189
73 58708.842075 0.058578
73 58709.865263 -30.911718
73 58710.668709 -21.634383
73 58710.724305 -20.079078
73 58710.729461 -20.202821
73 58710.736008 -19.645022
73 58710.747285 -19.061109
73 58710.752770 -18.752691
73 58710.758801 -18.634077
73 58711.286883 -14.331812
73 58711.364058 -11.900221
73 58711.372159 -11.008875
73 58711.381907 -9.730195
73 58711.423320 -14.362550
73 58711.502875 -14.168039
73 58711.505312 -13.989895
73 58711.507925 -13.806455
73 58711.513802 -13.728334
73 58711.520798 -13.631742
73 58711.547500 -15.194924
73 58711.554626 -16.090219
73 58711.559160 -16.699747
73 58711.562200 -17.286395
73 58711.608912 -19.480309
73 58711.850540 -16.220553
73 58712.280816 -14.606685
73 58712.338102 -18.001611
73 58712.428967 -10.419992
73 58712.434637 -10.568218
73 58712.436959 -10.808758
73 58712.545786 -9.579409
73 58712.702171 -12.250394
73 58712.863355 -12.477669
73 58713.289421 -20.124738
73 58713.333371 -15.088579
73 58713.405160 -12.320836
73 58713.627799 -8.941405
73 58713.667274 -13.712510
73 58713.716606 -20.968782
73 58713.807055 -9.983399
73 58714.324256 -11.221386
73 58714.648195 -9.325845
73 58715.441275 -3.172031
73 58715.507478 -7.187626
73 58715.511562 -7.394727
73 58715.515313 -7.833723
73 58715.518981 -8.139885
73 58715.528439 -9.093178
73 58715.557752 -11.657363
73 58715.570142 -11.845323
73 58715.582269 -11.525295
73 58715.596173 -11.041931
73 58715.698920 -12.036909
73 58715.705329 -12.821985
73 58715.726351 -14.453984
73 58715.749330 -14.757257
73 58715.763050 -13.997254
73 58715.767765 -13.426210
73 58715.777535 -12.863819
73 58715.787552 -12.195940
73 58715.799929 -11.584393
73 58715.808336 -11.175828
73 58715.813230 -11.162856
73 58715.817235 -10.854957
73 58717.348646 -15.364301
73 58717.358650 -13.636932
73 58717.369409 -12.462459
73 58717.390354 -10.424682
73 58717.406236 -10.230056
73 58717.427132 -11.202960
73 58717.437143 -12.158219
73 58717.442684 -12.370787
73 58717.452988 -12.475780
73 58717.465357 -12.081218
73 58717.470430 -11.859356
73 58717.476261 -11.548272
73 58717.482924 -11.027774
73 58717.503616 -9.285181
73 58717.511406 -8.629855
73 58717.606112 -11.715425
73 58717.614225 -11.995793
73 58717.619086 -12.094967
73 58717.623443 -12.349408
73 58717.627541 -12.327925
73 58717.684625 -13.827783
73 58717.718713 -13.769113
73 58717.727912 -13.987493
73 58717.745691 -13.389466
73 58717.760902 -12.426718
73 58717.765141 -11.913356
73 58717.772661 -11.138611
73 58717.799587 -8.881737
73 58717.809101 -8.050978
73 58717.815176 -8.068564
