# m MJD offset
# Subtract offset as function of MJD in each order m. Missing m means no calibration available
82 58638.492144 -2.565712
82 58638.495407 -2.505786
82 58638.499328 -2.668262
82 58638.566093 -2.556379
82 58638.611775 -3.182882
82 58638.619387 -3.019745
82 58638.637392 -3.005315
82 58638.657482 -3.295119
82 58638.664880 -3.589337
82 58638.736126 -3.399700
82 58638.741259 -3.322331
82 58638.745466 -3.210290
82 58638.791397 -2.788009
82 58638.799840 -2.614347
82 58638.818794 -2.184812
82 58638.832446 -1.897890
82 58638.836619 -1.797174
82 58639.309443 -1.461319
82 58639.320602 -1.446018
82 58639.330348 -1.513231
82 58639.336494 -1.408661
82 58639.377973 -1.935883
82 58639.382602 -2.148859
82 58639.387005 -2.261091
82 58639.443366 0.342869
82 58639.452696 -0.354863
82 58639.458358 -0.524345
82 58639.520362 -0.188875
82 58639.527282 -0.514456
82 58639.536346 -0.698758
82 58639.570287 -2.734547
82 58639.608919 -3.560718
82 58639.645586 -4.658742
82 58639.693942 -4.502337
82 58639.752167 -4.223317
82 58639.764003 -3.834877
82 58639.782141 -3.427318
82 58639.793732 -3.294273
82 58639.839723 -2.782476
82 58653.301169 2.349655
82 58653.348503 2.572790
82 58653.387117 2.398525
82 58653.508164 3.803159
82 58653.511294 3.719278
82 58653.518777 3.683940
82 58653.521826 3.613863
82 58653.541396 3.727368
82 58653.559277 3.903979
82 58653.573537 3.778951
82 58653.582106 3.715494
82 58653.634890 8.731559
82 58653.678447 3.592720
82 58653.682534 3.579498
82 58653.691337 3.872842
82 58653.713939 4.628275
82 58653.725351 5.361027
82 58653.773087 3.107805
82 58653.776846 2.810521
82 58653.781982 2.600693
82 58653.827237 3.385267
82 58654.306116 2.168722
82 58654.312312 2.253584
82 58654.328829 2.635276
82 58654.339193 3.081831
82 58654.417778 5.572590
82 58654.511869 4.964846
82 58654.558794 4.404221
82 58654.616847 4.376720
82 58654.619920 4.419998
82 58654.625436 4.342585
82 58654.730013 4.547501
82 58655.256083 2.851466
82 58655.370986 1.125802
82 58655.372818 1.028701
82 58655.375034 1.008445
82 58655.391816 0.396566
82 58655.398788 0.046425
82 58655.504974 2.144809
82 58655.608601 1.847918
82 58655.614097 1.770073
82 58655.627269 2.442207
82 58655.641186 3.258247
82 58655.703152 5.207315
82 58655.710948 4.835497
82 58655.729284 4.175790
82 58655.739387 4.079175
82 58655.793747 3.504625
82 58655.859893 3.869389
82 58656.302687 2.901611
82 58656.359853 2.597438
82 58656.412325 1.966840
82 58656.428172 2.062048
82 58656.436335 1.814968
82 58656.484630 2.683711
82 58656.492754 2.724288
82 58656.502179 2.844717
82 58656.542699 1.758330
82 58656.680875 2.829826
82 58656.727915 3.702967
82 58656.773628 2.887825
82 58656.855311 3.149041
82 58657.266333 2.097134
82 58657.338800 -1.426422
82 58657.398186 1.736116
82 58657.404727 1.638689
82 58657.416415 1.785029
82 58657.432795 2.274849
82 58657.446829 2.400810
82 58657.465922 1.882747
82 58657.483825 1.119864
82 58657.501395 0.723958
82 58657.510454 0.793231
82 58657.553201 0.751276
82 58657.588102 0.779478
82 58658.315177 -0.367696
82 58658.321941 -0.486384
82 58658.334404 -0.347266
82 58658.351920 0.397622
82 58658.365292 0.875333
82 58658.381114 0.832526
82 58658.401297 0.344246
82 58658.427994 0.041269
82 58658.437560 -0.044188
82 58658.509761 -2.588486
82 58658.560449 -2.100639
82 58658.612798 -1.416224
82 58658.618644 -1.506104
82 58658.624127 -1.623310
82 58658.711408 -2.851379
82 58658.845125 -3.022993
82 58659.352695 -3.270134
82 58659.358199 -3.251509
82 58659.378151 -2.813270
82 58659.390017 -2.487211
82 58659.434825 -2.719590
82 58659.466094 -3.164415
82 58659.475410 -3.328259
82 58659.479572 -3.276450
82 58659.528350 -3.236567
82 58659.824099 -3.880879
82 58659.827506 -4.079922
82 58659.831154 -3.910583
82 58659.837882 -4.020212
82 58659.839812 -3.916437
82 58659.844647 -3.673389
82 58659.848136 -3.923688
82 58686.312062 -2.918790
82 58686.377057 -1.838415
82 58686.383284 -1.560040
82 58686.389176 -1.020175
82 58686.442058 -0.494864
82 58686.454567 -0.357322
82 58686.474578 0.406364
82 58686.491884 0.288030
82 58686.510901 0.616260
82 58686.527113 0.714746
82 58686.537143 0.960074
82 58686.590240 0.734267
82 58686.642391 1.059439
82 58686.688361 0.655873
82 58686.695319 1.055735
82 58686.702826 1.856891
82 58686.751697 0.221763
82 58687.308769 -0.403209
82 58687.361644 0.839649
82 58687.367322 0.956113
82 58687.372348 1.277849
82 58687.431207 -0.097129
82 58687.495746 0.348614
82 58687.530456 0.792684
82 58687.600228 1.047537
82 58687.672596 0.788728
82 58687.683179 1.252401
82 58687.699207 1.584151
82 58687.769364 -0.004509
82 58687.834621 0.505968
82 58688.363545 -1.372668
82 58688.367618 -1.448385
82 58688.384230 -1.682810
82 58688.404148 -2.137486
82 58688.409283 -2.236305
82 58688.461352 -2.897762
82 58688.541265 -0.912671
82 58688.548758 -0.961073
82 58688.568086 -0.857099
82 58688.579839 -1.039546
82 58688.630183 -0.912209
82 58688.866515 -1.827826
82 58700.343122 -18.889323
82 58700.355607 -18.966217
82 58700.370767 -19.158647
82 58700.387806 -19.525523
82 58700.401962 -19.902509
82 58700.480187 -18.957258
82 58700.495174 -19.036806
82 58700.502077 -19.003857
82 58700.563073 -19.252886
82 58700.616362 -18.266170
82 58700.620624 -18.531439
82 58700.623075 -18.640794
82 58700.698554 -22.473603
82 58700.753828 -21.343027
82 58700.844994 -21.433419
82 58701.307210 -22.736455
82 58701.339829 -20.359771
82 58701.485590 -21.589629
82 58701.544061 -21.071737
82 58701.613288 -21.128664
82 58701.666735 -20.727321
82 58701.720237 -21.881539
82 58701.734581 -22.067907
82 58701.742952 -22.138367
82 58701.782058 -22.498197
82 58701.790382 -22.026527
82 58701.814594 -21.404838
82 58701.830252 -20.949248
82 58701.834264 -20.925995
82 58702.298516 -20.989527
82 58702.371590 -22.339917
82 58702.516499 -21.945341
82 58702.547150 -22.974205
82 58702.588642 -22.974802
82 58702.742176 -22.679758
82 58702.747812 -22.898517
82 58702.779343 -24.174810
82 58702.787403 -24.482878
82 58702.796989 -24.137169
82 58702.819912 -23.783528
82 58702.839499 -23.007077
82 58702.847326 -22.877352
82 58703.289418 -22.998081
82 58703.395761 -23.366310
82 58703.430757 -24.994278
82 58703.463175 -23.776817
82 58703.501839 -23.491119
82 58703.561844 -23.919026
82 58703.614905 -23.633921
82 58703.622135 -23.730062
82 58703.638623 -23.989708
82 58703.645608 -24.196889
82 58703.697228 -24.399912
82 58703.743436 -23.826309
82 58703.751479 -24.010525
82 58703.771220 -24.773062
82 58703.779440 -25.093950
82 58703.786259 -25.127991
82 58703.808769 -24.864403
82 58703.828986 -24.295306
82 58703.835505 -24.029852
82 58707.340659 -15.443179
82 58707.348845 -15.456018
82 58707.359699 -15.415300
82 58707.368422 -15.296328
82 58707.402333 -15.434397
82 58707.461280 -13.103651
82 58707.466234 -13.079321
82 58707.476937 -13.144604
82 58707.498543 -13.346496
82 58707.507314 -13.526229
82 58707.562822 -13.269318
82 58707.632511 -13.564983
82 58707.640561 -13.769117
82 58707.647315 -14.027408
82 58707.713292 -14.432042
82 58707.763006 -13.740705
82 58707.773195 -13.323369
82 58707.792734 -13.010074
82 58707.817000 -12.496863
82 58707.832254 -12.320452
82 58707.837903 -12.066351
82 58708.334833 -9.064033
82 58708.373633 -10.056410
82 58708.409616 -8.315778
82 58708.477147 -8.707975
82 58708.532878 -7.981529
82 58708.587506 -8.907880
82 58708.591918 -9.033616
82 58708.612853 -9.177153
82 58708.625078 -9.091889
82 58708.670637 -8.752453
82 58708.711536 -8.739204
82 58708.725767 -9.620947
82 58708.737635 -10.340681
82 58708.785643 -9.988946
82 58708.789384 -9.828723
82 58708.793617 -9.826660
82 58708.852331 -7.230856
82 58709.259279 -3.800177
82 58709.343244 -3.357228
82 58709.349762 -3.443897
82 58709.369515 -3.868081
82 58709.377950 -3.848055
82 58709.430034 -2.790794
82 58709.459512 -1.854624
82 58709.488762 -3.197213
82 58709.526415 -2.361844
82 58709.533655 -2.782850
82 58709.549552 -3.129813
82 58709.561412 -3.695821
82 58709.603781 -2.743870
82 58709.613052 -2.686848
82 58709.620174 -2.726299
82 58709.686385 -3.316685
82 58709.696378 -3.212901
82 58709.718906 -2.860609
82 58709.730990 -2.674306
82 58709.799851 -2.723749
82 58709.807937 -2.703271
82 58709.828492 -2.833641
82 58709.847378 -2.844739
82 58709.854805 -2.942292
82 58710.373574 -2.141541
82 58710.384876 -2.325902
82 58710.409546 -2.150310
82 58710.421406 -1.851816
82 58710.427158 -1.555042
82 58710.522933 -1.827485
82 58710.540367 -1.763281
82 58710.558181 -1.742046
82 58710.565243 -1.574600
82 58710.571522 -1.495989
82 58710.651629 -0.162330
82 58710.658773 -0.059443
82 58710.678981 0.517140
82 58710.690919 0.706229
82 58710.735118 2.470890
82 58711.290346 -6.933915
82 58711.369819 -5.276949
82 58711.423320 -14.339812
82 58711.502530 -8.495084
82 58711.505098 -8.681906
82 58711.509365 -8.852235
82 58711.515216 -9.162202
82 58711.536355 -10.158663
82 58711.548558 -10.479823
82 58711.555488 -10.604867
82 58711.559164 -10.734707
82 58711.562206 -10.686540
82 58711.608912 -8.465485
82 58711.851007 -8.364438
82 58712.280839 -9.355627
82 58712.338094 -10.288793
82 58712.434174 -8.042353
82 58712.545783 -9.455852
82 58712.700496 -5.543283
82 58712.860469 -6.832016
82 58713.289421 -6.093382
82 58713.330355 -9.322994
82 58713.406144 -8.566890
82 58713.627175 -3.449631
82 58713.667270 -1.478720
82 58713.716728 -3.491008
82 58713.801369 -5.994115
82 58714.648175 -10.407787
82 58715.437802 -9.291389
82 58715.515298 -10.077027
82 58715.518986 -10.160481
82 58715.528534 -10.248050
82 58715.555205 -9.882704
82 58715.572175 -9.371150
82 58715.588780 -8.236056
82 58715.606762 -6.999629
82 58715.615821 -6.133271
82 58715.670181 -5.933505
82 58715.716996 -6.455906
82 58715.724299 -6.106446
82 58715.736059 -5.508312
82 58715.788006 -4.906796
82 58715.802912 -4.739010
82 58715.813234 -4.602382
82 58715.817206 -4.603743
82 58715.855551 -5.286035
82 58717.354944 -3.271203
82 58717.403628 -3.353928
82 58717.454694 -4.155346
82 58717.463089 -3.745034
82 58717.468873 -3.433592
82 58717.523609 -3.562416
82 58717.531642 -3.702021
82 58717.546194 -3.871590
82 58717.553930 -4.166319
82 58717.607691 -3.168609
82 58717.683924 -5.080973
82 58717.690160 -4.793038
82 58717.704284 -4.746320
82 58717.719109 -4.662704
82 58717.738477 -5.142761
82 58717.744787 -5.402872
82 58717.756592 -5.913649
82 58717.766525 -6.030878
82 58717.775093 -5.999936
82 58717.792464 -6.072751
82 58717.811827 -6.743298
82 58717.819780 -7.225062
82 58718.314451 -11.722543
82 58718.342673 -10.080206
82 58718.423811 -9.056618
82 58718.481641 -9.304260
82 58718.585203 -9.876725
82 58718.594072 -9.853589
82 58718.602353 -9.835179
82 58718.656146 -8.292149
82 58718.708565 -8.060688
82 58718.714422 -7.750112
82 58718.730231 -7.580804
82 58718.759450 -7.132265
82 58718.771387 -7.182356
82 58718.776281 -7.178854
82 58718.788249 -6.962190
82 58718.799326 -6.519738
82 58718.805132 -6.467198
82 58718.818171 -6.333363
82 58718.830516 -5.887985
82 58719.280382 -3.499293
82 58719.352439 -7.951839
82 58719.387205 -2.303768
82 58719.394792 -2.384616
82 58719.416191 -3.119792
82 58719.431878 -3.031078
82 58719.437433 -3.209391
82 58719.479668 -3.298117
82 58719.489222 -2.839704
82 58719.511028 -1.932737
82 58719.515438 -2.021399
82 58719.525181 -1.885116
82 58719.534089 -2.099234
82 58719.538098 -2.220423
82 58719.542733 -2.387627
82 58719.589547 -2.923840
82 58719.651842 -1.899471
82 58719.714865 -2.274316
82 58719.720114 -2.030421
82 58719.726134 -1.728676
82 58719.737721 -1.624081
82 58719.747297 -1.664740
82 58719.756554 -1.068125
82 58719.770084 -0.543783
82 58719.778048 -0.521950
82 58719.782985 -0.438803
82 58719.786641 -0.119433
82 58719.833283 -2.604669
82 58720.236043 -4.499239
82 58720.377642 -3.078611
82 58720.386963 -3.372094
82 58720.404509 -3.902475
82 58720.426978 -3.894431
82 58720.440634 -3.845788
82 58720.457390 -3.772951
82 58720.473503 -3.660216
82 58720.485551 -3.376978
82 58720.505387 -2.609178
82 58720.521169 -2.686551
82 58720.544119 -2.954529
82 58720.553090 -3.233776
82 58720.560184 -3.180641
82 58720.572751 -3.124848
82 58720.608916 -2.903936
82 58720.709824 -2.402972
82 58720.781410 -2.567115
82 58720.831560 -1.327013
82 58721.250955 -0.327497
82 58721.340634 -0.941248
82 58721.388192 0.948220
82 58721.396502 0.525194
82 58721.403836 0.157546
82 58721.479319 -0.906620
82 58721.543116 -2.428271
82 58721.591829 1.324277
82 58721.636195 1.325427
82 58721.647153 1.244282
82 58721.660039 1.362099
82 58721.672225 2.069422
82 58721.697748 3.156550
82 58721.706135 3.305768
82 58721.714577 3.137842
82 58721.728458 2.702046
82 58721.788490 1.988633
82 58721.802917 2.065332
82 58721.809017 1.977179
82 58721.818661 1.689320
82 58721.826848 1.736834
82 58735.315214 -22.750483
82 58735.324339 -23.303125
82 58735.337588 -23.572305
82 58735.347489 -24.480636
82 58735.471816 -18.087338
82 58735.477452 -18.611707
82 58735.484156 -18.558483
82 58735.497742 -19.102958
82 58735.507302 -19.148871
82 58735.511208 -19.057303
82 58735.526000 -18.671309
82 58735.545842 -18.124306
82 58735.550437 -18.194209
82 58735.555307 -18.276786
82 58735.566207 -18.179930
82 58735.585387 -18.341873
82 58735.592284 -18.271630
82 58735.663627 -17.398715
82 58735.720410 -17.622451
82 58736.300061 -3.845809
82 58736.344529 -3.154372
82 58736.412354 -2.599010
82 58736.460805 -4.937627
82 58736.493252 -5.922992
82 58736.534423 -5.333262
82 58736.577590 -4.047001
82 58736.591022 -3.858739
82 58736.603992 -3.717835
82 58737.661510 -2.399021
82 58737.665998 -2.555506
82 58737.670778 -3.084162
82 58737.721054 -2.764654
82 58737.757813 -2.263821
82 58738.342122 -18.375857
82 58738.394214 -17.364644
82 58738.398045 -17.365234
82 58738.410700 -17.439650
82 58738.433531 -16.716545
82 58738.452460 -16.895133
82 58738.470045 -17.251942
82 58738.478892 -17.853741
82 58738.541392 -17.496028
82 58738.601897 -19.944079
82 58738.647075 -17.047296
82 58738.654084 -18.286864
82 58738.662069 -19.573453
82 58738.723705 -20.662208
82 58738.827832 -18.300919
82 58739.384903 -25.374732
82 58739.397484 -24.924666
82 58739.409955 -24.716184
82 58739.500124 -24.951105
82 58739.556350 -26.410765
82 58739.581831 -23.928060
82 58739.716846 -26.447508
82 58739.759231 -24.050805
82 58739.770864 -23.871387
82 58739.779127 -23.832874
82 58739.781903 -23.823385
82 58740.333623 -27.897515
82 58740.387325 -23.750828
82 58740.460614 -26.208172
82 58740.467258 -26.302755
82 58740.483573 -26.616542
82 58740.492993 -27.039389
82 58740.551526 -26.846470
82 58740.555829 -26.974339
82 58740.559621 -27.066714
82 58740.572312 -27.139101
82 58740.576238 -27.458373
82 58740.598745 -28.873399
82 58740.613105 -29.601745
82 58740.616985 -30.082429
82 58740.681604 -4.116204
82 58740.690332 -4.368591
82 58740.694333 -4.544845
82 58740.706707 -5.530660
82 58740.731778 -5.594088
82 58740.745027 -5.416621
82 58740.756631 -4.524556
82 58740.761052 -4.807912
82 58740.776100 -5.606285
82 58740.793719 -4.990397
82 58740.798250 -5.109200
82 58740.802020 -5.209012
82 58740.806322 -5.078238
82 58740.809967 -4.918242
82 58740.822245 -4.251728
82 58740.827262 -4.593158
82 58741.259934 -31.221874
82 58741.287135 -32.274606
82 58741.359622 -30.506167
82 58741.401403 -28.053032
82 58741.456466 -28.801952
82 58741.506638 -28.653068
82 58741.542111 -29.297780
82 58741.586886 -28.101656
82 58741.655621 -27.856372
82 58741.686114 -27.819799
82 58741.694731 -28.997727
82 58741.710271 -29.707004
82 58741.720801 -30.600072
82 58741.759667 -31.549697
82 58741.794318 -27.642311
82 58742.361464 -25.184825
82 58742.401535 -32.123152
82 58742.416119 -26.489439
82 58742.421270 -25.298600
82 58742.427363 -25.458147
82 58742.453770 -24.054892
82 58742.466155 -22.813869
82 58742.471180 -21.555484
82 58743.389709 -24.698410
82 58743.393685 -24.519209
82 58743.410453 -22.897737
82 58743.432160 -20.167587
82 58743.549359 -22.163221
82 58744.320445 -17.357997
82 58744.418920 -21.758313
82 58744.479969 -21.026774
82 58744.487407 -22.330648
82 58744.495022 -25.383685
82 58744.543738 -22.460702
82 58744.607971 -14.940373
82 58744.652081 -18.217794
82 58745.263074 -0.071438
82 58745.375084 0.390536
82 58745.386393 0.483500
82 58745.405140 0.909983
82 58745.409243 0.868434
82 58745.415484 0.998323
82 58745.440595 1.587409
82 58745.462016 2.217534
82 58745.480422 2.693297
82 58745.488529 2.960953
82 58745.617011 2.529559
82 58745.621402 2.541534
82 58745.638666 2.586133
82 58745.655754 2.705372
82 58745.677104 2.718915
82 58745.693180 2.797893
82 58745.701592 2.672716
82 58745.744861 4.491518
82 58745.772751 4.041946
82 58745.781057 3.540170
82 58745.796555 2.855631
82 58745.812264 2.170608
82 58745.820614 1.951590
82 58755.304982 -1.614188
82 58755.368647 -1.090796
82 58755.471520 0.839688
82 58755.483915 -0.173329
82 58755.493232 -0.236259
82 58755.499073 -0.807199
82 58755.545547 -0.612289
82 58755.582356 -0.783229
82 58755.630964 -0.434985
82 58755.691116 2.797029
82 58755.699884 2.930214
82 58755.728345 2.657296
82 58755.734905 2.491520
82 58755.740077 2.398410
82 58755.758268 2.155927
82 58755.777154 2.792340
82 58755.786732 3.185173
82 58755.846409 0.343652
82 58756.040265 -4.334826
82 58756.266468 -2.879968
82 58756.416629 -2.659352
82 58756.425080 -2.802871
82 58756.435083 -2.844683
82 58756.442997 -2.853730
82 58756.522056 -3.987852
82 58756.527111 -3.928097
82 58756.531966 -3.892937
82 58756.600225 -5.095880
82 58756.649962 -4.189994
82 58756.729261 -4.000555
82 58756.732988 -3.967194
82 58756.736885 -4.148055
82 58756.740750 -4.293228
82 58756.750345 -4.663233
82 58756.777341 -5.762123
82 58756.793440 -6.111658
82 58756.802819 -6.368442
82 58758.212605 -7.372472
82 58758.374671 -7.261045
82 58758.384961 -6.280567
82 58758.399255 -5.173424
82 58758.403275 -5.654725
82 58758.428304 -9.930726
82 58758.436902 -11.004265
82 58758.446393 -11.335154
82 58758.451358 -11.080466
82 58758.456642 -10.885678
82 58758.468759 -11.113076
82 58758.475545 -10.905946
82 58758.480755 -10.951708
82 58758.534608 -3.517191
82 58758.587899 -5.047314
82 58758.646766 -6.159346
82 58758.652147 -5.730890
82 58758.657058 -5.483905
82 58758.661076 -5.297622
82 58758.666809 -4.739131
82 58758.726664 -4.366479
82 58758.735271 -4.389283
82 58758.755298 -3.998839
82 58758.773924 -4.081062
82 58758.790374 -4.486901
82 58758.794249 -4.548724
82 58758.799355 -4.825490
82 58758.801784 -4.911838
82 58759.268356 -1.168227
82 58759.319664 -3.369429
82 58759.365775 -1.756078
82 58759.445316 -0.857082
82 58759.459384 -0.585211
82 58759.470623 -0.662696
82 58759.476605 -0.860148
82 58759.527803 -1.868591
82 58759.534146 -1.721383
82 58759.542780 -1.311172
82 58759.598006 -1.681986
82 58759.681938 -0.789421
82 58759.722908 0.713213
82 58759.777279 0.190110
82 58759.788674 -0.439684
82 58759.804780 -1.216032
82 58759.809697 -1.476240
82 58759.815690 -1.935944
82 58759.820598 -2.120529
82 58760.243302 1.543001
82 58760.361579 1.532587
82 58760.428691 2.604279
82 58760.434526 2.671429
82 58760.439689 2.847552
82 58760.485588 1.700717
82 58760.551544 2.644895
82 58760.556865 2.921229
82 58760.561583 2.919438
82 58760.574348 3.180590
82 58760.582830 2.946856
82 58760.592387 2.711607
82 58760.596344 2.613852
82 58760.603015 2.242204
82 58760.610618 2.161175
82 58760.618556 1.857760
82 58760.622319 1.818414
82 58760.633839 2.167796
82 58760.637736 2.195159
82 58760.646255 2.497750
82 58760.764761 1.430910
82 58761.100369 -0.041256
82 58761.293580 2.518990
82 58761.328369 0.812676
82 58761.338047 0.704802
82 58761.363031 0.311073
82 58761.369104 0.104737
82 58761.437665 2.956852
82 58761.532824 1.090574
82 58761.538658 1.388369
82 58761.555945 1.829184
82 58761.598616 2.047344
82 58761.665562 4.783136
82 58761.679181 4.159567
82 58761.688669 3.745561
82 58762.194869 4.565267
82 58762.353988 1.431288
82 58762.359895 1.963373
82 58762.372531 3.060980
82 58762.385043 4.226613
82 58762.440553 3.415372
82 58762.448852 3.584550
82 58762.471792 4.064409
82 58762.481736 3.945966
82 58762.529407 4.144944
82 58762.532258 4.061301
82 58762.537667 4.051409
82 58762.613100 5.798362
82 58762.673132 5.108471
82 58762.714857 3.043681
82 58762.772966 6.400696
82 58763.334935 3.371645
82 58763.377446 6.481815
82 58763.450258 3.264942
82 58763.544186 2.940334
82 58763.638719 6.790322
82 58763.700524 5.040283
82 58764.355486 2.674927
82 58764.362976 2.420733
82 58764.370058 1.950985
82 58764.466429 4.170845
82 58764.502706 6.514884
82 58764.558013 5.655763
82 58764.563422 5.649115
82 58764.589619 5.644757
82 58764.596736 5.780962
82 58764.604453 5.934684
82 58764.626735 6.864012
82 58764.639952 6.940114
82 58764.643702 6.652136
82 58764.648401 6.728556
82 58764.653407 6.471301
82 58764.701478 8.705400
82 58764.706998 8.594036
82 58764.715778 8.342646
82 58764.753206 10.536041
82 58764.768799 10.383499
82 58764.776423 10.353825
82 58764.780680 10.320647
82 58765.399233 10.668271
82 58765.404417 10.780398
82 58765.409568 10.810882
82 58765.414624 11.014738
82 58765.428802 10.918975
82 58765.450390 10.549109
82 58765.467857 10.330624
82 58765.485882 9.982556
82 58765.498523 9.927451
82 58765.503793 10.096310
82 58765.508268 10.055489
82 58765.521361 10.570660
82 58765.546720 11.187310
82 58765.570076 11.237778
82 58765.577605 11.174269
82 58765.624443 11.409353
82 58765.629302 11.361940
82 58765.638473 11.517550
82 58765.704291 13.566055
82 58765.713051 13.548510
82 58765.741191 13.074238
82 58765.754153 13.182811
82 58765.759944 13.075632
82 58765.802085 9.541111
82 58766.376569 9.952950
82 58766.417566 10.996421
82 58766.450697 8.440380
82 58766.507889 11.260246
82 58766.713463 9.663872
82 58766.792838 11.309125
82 58766.796424 11.083358
82 58766.798933 10.933602
82 58768.231052 9.070382
82 58768.703023 7.593684
82 58768.751284 12.127021
82 58768.806892 7.120432
82 58769.315224 4.959123
82 58769.438273 6.947644
82 58769.446098 6.892405
82 58769.452400 7.354440
82 58769.541670 4.255632
82 58769.742118 9.114753
82 58769.748561 7.909930
82 58769.764432 7.086364
82 58769.771359 5.758468
82 58769.804290 5.819904
82 58770.367843 8.506083
82 58770.374720 8.783977
82 58770.399104 10.467758
82 58770.411639 10.518681
82 58770.416492 10.455289
82 58770.424906 10.487280
82 58770.429676 10.325386
82 58770.434497 10.090191
82 58770.513694 10.312218
82 58770.575727 10.010114
82 58770.646150 10.359978
82 58770.727240 10.422627
82 58770.779432 8.738327
82 58771.192149 8.798557
82 58771.318813 6.451892
82 58771.331463 6.207681
82 58771.337438 6.021834
82 58771.464129 5.924426
82 58771.607750 6.282075
82 58771.611667 6.350463
82 58771.616842 6.805319
82 58771.628363 7.731480
82 58771.632818 7.913100
82 58771.712271 7.622822
82 58771.755767 8.165376
82 58771.762148 8.290219
82 58771.773845 8.258694
82 58771.798493 7.090081
82 58771.805311 6.516755
82 58772.288083 7.221203
82 58772.353186 7.217718
82 58772.545384 9.080891
82 58772.560569 9.681658
82 58772.575925 10.176339
82 58772.579995 10.361676
82 58772.617788 8.820426
82 58772.655138 10.348991
82 58772.773006 8.024072
82 58773.213418 8.022994
82 58773.261815 8.246526
82 58773.313609 7.940918
82 58773.393986 7.047600
82 58773.405017 7.137697
82 58773.428755 7.175383
82 58773.437378 7.101562
82 58773.450972 6.652378
82 58773.464146 6.312210
82 58773.477179 5.849229
82 58773.494356 5.419631
82 58773.501945 5.307126
82 58773.547100 6.495981
82 58773.604708 3.659305
82 58773.614917 4.152156
82 58773.637897 4.979604
82 58773.647906 5.375538
82 58773.653247 5.512756
82 58773.706211 5.723126
82 58773.710151 5.888635
82 58773.714951 5.987605
82 58773.723880 6.188296
82 58773.733717 6.234595
82 58773.739460 6.570725
82 58773.798417 3.678869
82 58774.238222 2.635593
82 58774.378386 4.806108
82 58774.382486 5.090851
82 58774.398666 5.335516
82 58774.414603 5.190092
82 58774.428654 4.773315
82 58774.441284 4.565558
82 58774.482955 5.191238
82 58774.540434 5.692208
82 58774.635740 5.059561
82 58774.645697 5.298004
82 58774.667830 5.926358
82 58774.680048 6.203858
82 58774.696072 6.061463
82 58774.716054 5.844859
82 58774.720371 5.676710
82 58774.766052 5.819226
82 58777.347144 -5.832349
82 58777.403220 -1.873631
82 58777.409704 -2.074671
82 58777.415884 -2.051350
82 58777.426194 -2.193823
82 58777.431466 -2.251647
82 58777.445184 -2.100249
82 58777.471981 -2.521604
82 58777.486542 -2.937685
82 58777.500405 -3.039854
82 58777.532956 -2.687973
82 58777.542267 -2.416101
82 58777.550403 -2.190854
82 58777.572189 -1.942913
82 58777.581135 -1.783364
82 58777.628143 -3.259382
82 58777.681695 -1.044609
82 58777.720155 -0.760891
82 58777.785643 -3.381071
82 58778.223804 -0.525811
82 58778.392284 -0.299433
82 58778.396163 -0.442240
82 58778.400524 -0.524919
82 58778.408405 -0.577899
82 58778.417030 -0.601752
82 58778.427253 -0.776882
82 58778.436855 -0.595326
82 58778.442344 -0.535000
82 58778.447641 -0.277225
82 58778.496220 -2.223658
82 58778.537665 -1.218259
82 58778.547094 -0.819816
82 58778.556608 -0.594711
82 58778.601786 -0.329616
82 58778.615404 0.417149
82 58778.636107 1.243349
82 58778.640656 1.506109
82 58778.645819 1.770293
82 58778.650260 1.812485
82 58778.658831 1.993865
82 58778.675999 2.336238
82 58778.680482 2.452700
82 58778.689970 2.370291
82 58778.694774 2.213222
82 58778.708539 2.059473
82 58778.718963 1.791355
82 58778.724150 1.723261
82 58778.729711 1.525620
82 58778.786888 0.294374
82 58779.219524 -17.460164
82 58779.283304 -17.214243
82 58779.292308 -17.504483
82 58779.297975 -17.671552
82 58779.374179 -17.842850
82 58779.436682 -17.197402
82 58779.441568 -17.149280
82 58779.450129 -17.025573
82 58779.504375 -16.564614
82 58779.510597 -16.602932
82 58779.516132 -16.758012
82 58779.526989 -16.928241
82 58779.532074 -16.968682
82 58779.537686 -17.123367
82 58779.602444 -18.374769
82 58779.606490 -18.588796
82 58779.610162 -18.598044
82 58779.613838 -18.706072
82 58779.617530 -18.754683
82 58779.659497 -19.857286
82 58779.703442 -19.720277
82 58779.711559 -19.626465
82 58779.726450 -19.551471
82 58779.740893 -19.403262
82 58779.754257 -19.453640
82 58779.772986 -19.392922
82 58779.779434 -19.329048
82 58780.311246 -22.558343
82 58780.413334 -20.268032
82 58780.458704 -20.645315
82 58780.479056 -20.728419
82 58780.486141 -20.682160
82 58780.489609 -20.644487
82 58780.492407 -20.591220
82 58780.504171 -20.401813
82 58780.534380 -20.078495
82 58780.541745 -19.971029
82 58780.609327 -22.365456
82 58780.614417 -22.395479
82 58780.631866 -22.580398
82 58780.648808 -22.478771
82 58780.654001 -22.477921
82 58780.701527 -21.505024
82 58780.751415 -21.063640
82 58780.793712 -20.296015
82 58781.261312 -24.507064
82 58782.265825 -22.209415
82 58782.390571 -23.208669
82 58782.446266 -22.150107
82 58782.544204 -22.493160
82 58782.633791 -22.640051
82 58782.680844 -21.840507
82 58782.717832 -22.229890
82 58782.729649 -22.293018
82 58782.746646 -22.387746
82 58782.750905 -22.359091
82 58782.756409 -22.331010
